køn	alder	fraflytningskommune	tilflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	70-74 år	København	Lemvig	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	70-74 år	København	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	2	1	1
Kvinder	70-74 år	København	Skive	1	0	0	0	0	0	1	0	0	0	0	0
Kvinder	70-74 år	København	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Viborg	0	0	0	1	0	0	0	0	1	0	0	1
Kvinder	70-74 år	København	Brønderslev	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	70-74 år	København	Frederikshavn	0	0	0	0	0	0	0	1	0	0	1	0
Kvinder	70-74 år	København	Hjørring	0	0	1	0	0	0	1	0	1	0	1	0
Kvinder	70-74 år	København	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Morsø	0	0	1	0	0	1	0	1	0	0	0	0
Kvinder	70-74 år	København	Rebild	0	1	1	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Thisted	0	1	0	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	København	Vesthimmerlands	0	1	0	0	0	0	0	0	0	0	2	0
Kvinder	70-74 år	København	Aalborg	0	1	0	1	0	1	1	0	0	0	1	1
Kvinder	70-74 år	Frederiksberg	København	6	0	1	4	14	5	9	7	5	14	4	14
Kvinder	70-74 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Dragør	1	0	0	0	0	1	0	0	1	0	0	0
Kvinder	70-74 år	Frederiksberg	Tårnby	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Albertslund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Ballerup	0	0	0	0	0	4	1	0	1	0	0	0
Kvinder	70-74 år	Frederiksberg	Brøndby	0	0	1	1	0	1	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Gentofte	0	2	1	1	1	1	2	2	1	3	4	3
Kvinder	70-74 år	Frederiksberg	Gladsaxe	1	0	0	0	0	1	1	1	0	0	0	2
Kvinder	70-74 år	Frederiksberg	Glostrup	1	0	0	0	1	0	1	0	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Herlev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Hvidovre	0	0	0	0	0	0	0	0	1	1	1	0
Kvinder	70-74 år	Frederiksberg	Høje-Taastrup	0	0	0	0	0	0	1	1	2	0	0	0
Kvinder	70-74 år	Frederiksberg	Ishøj	0	0	0	0	0	0	0	0	0	0	2	0
Kvinder	70-74 år	Frederiksberg	Lyngby-Taarbæk	0	0	1	0	0	1	1	1	0	1	0	1
Kvinder	70-74 år	Frederiksberg	Rødovre	1	0	0	1	0	0	1	1	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Vallensbæk	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	70-74 år	Frederiksberg	Allerød	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Egedal	0	0	0	0	0	0	0	0	0	1	0	2
Kvinder	70-74 år	Frederiksberg	Fredensborg	2	1	1	0	0	0	0	0	0	2	0	0
Kvinder	70-74 år	Frederiksberg	Frederikssund	0	1	1	0	0	0	0	1	0	2	0	0
Kvinder	70-74 år	Frederiksberg	Furesø	1	0	0	1	0	0	1	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Gribskov	0	2	2	0	0	0	2	1	2	2	2	3
Kvinder	70-74 år	Frederiksberg	Halsnæs	0	1	1	0	1	0	2	0	0	1	0	1
Kvinder	70-74 år	Frederiksberg	Helsingør	1	0	1	0	1	2	3	1	2	2	1	2
Kvinder	70-74 år	Frederiksberg	Hillerød	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Hørsholm	0	0	0	0	2	0	1	2	0	2	1	1
Kvinder	70-74 år	Frederiksberg	Rudersdal	0	0	2	1	1	1	0	1	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Bornholm	0	0	0	2	0	0	0	1	0	0	1	1
Kvinder	70-74 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Greve	0	0	1	0	0	1	1	1	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Køge	0	0	0	0	0	2	1	0	1	0	0	2
Kvinder	70-74 år	Frederiksberg	Lejre	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Roskilde	0	0	0	0	2	1	1	0	1	0	0	0
Kvinder	70-74 år	Frederiksberg	Solrød	0	0	0	0	0	0	0	1	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Faxe	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Guldborgsund	0	1	1	1	0	1	0	0	0	2	0	1
Kvinder	70-74 år	Frederiksberg	Holbæk	0	0	0	0	0	0	0	1	1	0	1	1
Kvinder	70-74 år	Frederiksberg	Kalundborg	0	2	0	0	0	1	3	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Lolland	0	0	0	2	0	0	0	0	0	1	1	0
Kvinder	70-74 år	Frederiksberg	Næstved	0	0	1	0	0	1	1	0	0	0	1	0
Kvinder	70-74 år	Frederiksberg	Odsherred	0	0	0	1	0	1	2	0	0	1	1	1
Kvinder	70-74 år	Frederiksberg	Ringsted	0	0	0	0	0	0	1	1	0	1	0	0
Kvinder	70-74 år	Frederiksberg	Slagelse	0	1	0	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	Frederiksberg	Sorø	0	0	0	0	0	1	0	1	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Stevns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Vordingborg	0	0	1	1	0	2	0	1	2	1	1	0
Kvinder	70-74 år	Frederiksberg	Assens	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Middelfart	0	0	1	0	0	1	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Nyborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Odense	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Svendborg	0	0	0	0	0	0	1	0	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Ærø	0	0	0	0	1	0	1	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Esbjerg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Sønderborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Tønder	0	0	0	0	0	0	1	0	0	0	1	0
Kvinder	70-74 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Vejle	0	1	0	0	0	0	0	0	1	0	0	0
Kvinder	70-74 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Norddjurs	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Silkeborg	0	0	0	0	0	1	1	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Skanderborg	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	70-74 år	Frederiksberg	Aarhus	0	0	0	0	0	0	1	1	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Herning	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	70-74 år	Frederiksberg	Holstebro	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Viborg	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	70-74 år	Frederiksberg	Brønderslev	0	0	0	0	0	1	0	0	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	1	0	0	0	0	1
Kvinder	70-74 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Mariagerfjord	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	Frederiksberg	Aalborg	0	0	1	0	1	0	1	1	0	0	0	0
Kvinder	75-79 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Frederiksberg	6	7	6	7	8	8	7	10	8	9	10	2
Kvinder	75-79 år	København	Dragør	0	1	1	0	2	0	0	0	0	0	1	0
Kvinder	75-79 år	København	Tårnby	4	2	2	0	0	1	1	1	1	4	0	1
Kvinder	75-79 år	København	Albertslund	0	0	0	0	1	0	0	1	2	1	1	0
Kvinder	75-79 år	København	Ballerup	1	0	1	0	0	1	0	1	3	2	2	2
Kvinder	75-79 år	København	Brøndby	1	2	1	0	0	3	0	1	1	0	0	1
Kvinder	75-79 år	København	Gentofte	5	3	1	2	4	5	6	4	2	8	8	7
Kvinder	75-79 år	København	Gladsaxe	3	2	2	2	3	0	2	3	3	3	1	2
Kvinder	75-79 år	København	Glostrup	3	1	1	1	2	0	1	0	0	1	0	0
Kvinder	75-79 år	København	Herlev	4	5	9	2	3	6	5	3	4	6	3	6
Kvinder	75-79 år	København	Hvidovre	0	0	2	2	1	1	4	3	1	3	3	3
Kvinder	75-79 år	København	Høje-Taastrup	1	0	0	0	1	1	3	1	1	0	4	2
Kvinder	75-79 år	København	Ishøj	1	1	1	1	0	0	0	1	0	1	3	1
Kvinder	75-79 år	København	Lyngby-Taarbæk	0	0	1	1	0	3	2	1	1	0	2	1
Kvinder	75-79 år	København	Rødovre	1	1	0	2	1	2	2	5	2	1	2	3
Kvinder	75-79 år	København	Vallensbæk	1	0	0	1	1	0	1	0	1	0	1	2
Kvinder	75-79 år	København	Allerød	0	1	2	2	1	0	0	2	1	0	0	0
Kvinder	75-79 år	København	Egedal	1	2	0	1	1	0	1	0	1	1	0	0
Kvinder	75-79 år	København	Fredensborg	0	1	1	1	1	0	2	0	1	3	1	1
Kvinder	75-79 år	København	Frederikssund	1	0	1	4	1	2	2	1	1	0	1	1
Kvinder	75-79 år	København	Furesø	1	2	1	0	1	0	1	0	0	1	3	0
Kvinder	75-79 år	København	Gribskov	1	1	2	1	0	1	3	1	1	2	4	2
Kvinder	75-79 år	København	Halsnæs	1	1	1	2	1	0	2	1	1	0	1	1
Kvinder	75-79 år	København	Helsingør	3	1	0	0	1	0	0	1	0	1	0	1
Kvinder	75-79 år	København	Hillerød	2	0	0	1	0	2	1	0	0	0	1	0
Kvinder	75-79 år	København	Hørsholm	4	0	0	1	3	4	0	1	1	1	0	1
Kvinder	75-79 år	København	Rudersdal	1	1	2	1	1	2	0	2	0	2	3	1
Kvinder	75-79 år	København	Bornholm	1	1	1	0	0	2	1	2	0	0	0	1
Kvinder	75-79 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Greve	0	5	1	1	2	2	3	2	1	2	1	0
Kvinder	75-79 år	København	Køge	0	2	0	2	0	1	1	3	1	0	0	1
Kvinder	75-79 år	København	Lejre	0	0	0	3	0	1	1	0	0	0	0	0
Kvinder	75-79 år	København	Roskilde	1	3	3	0	2	1	3	2	0	0	0	1
Kvinder	75-79 år	København	Solrød	0	1	0	0	2	1	0	0	0	0	0	0
Kvinder	75-79 år	København	Faxe	0	1	1	1	0	1	0	0	0	0	2	1
Kvinder	75-79 år	København	Guldborgsund	0	0	2	2	2	2	2	0	0	2	0	3
Kvinder	75-79 år	København	Holbæk	3	2	1	1	0	1	2	2	2	0	0	0
Kvinder	75-79 år	København	Kalundborg	1	1	0	0	2	1	0	1	0	1	1	2
Kvinder	75-79 år	København	Lolland	0	0	0	1	0	1	0	0	0	1	0	1
Kvinder	75-79 år	København	Næstved	2	2	1	0	1	1	1	1	0	0	1	1
Kvinder	75-79 år	København	Odsherred	0	4	0	2	1	2	4	2	5	6	0	1
Kvinder	75-79 år	København	Ringsted	0	0	0	2	0	2	0	0	1	0	0	1
Kvinder	75-79 år	København	Slagelse	1	4	0	1	0	2	0	0	2	0	0	0
Kvinder	75-79 år	København	Sorø	2	0	2	1	1	0	0	0	0	0	0	1
Kvinder	75-79 år	København	Stevns	0	0	1	2	0	0	0	2	0	0	0	0
Kvinder	75-79 år	København	Vordingborg	3	4	0	0	2	1	3	2	2	0	0	0
Kvinder	75-79 år	København	Assens	0	1	0	0	0	0	0	0	0	1	0	0
Kvinder	75-79 år	København	Faaborg-Midtfyn	0	1	1	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Langeland	0	0	1	0	0	0	0	0	0	1	0	0
Kvinder	75-79 år	København	Middelfart	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Nordfyns	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Nyborg	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Odense	2	1	2	0	0	1	0	0	1	1	1	2
Kvinder	75-79 år	København	Svendborg	1	0	2	0	0	0	1	1	2	1	1	1
Kvinder	75-79 år	København	Ærø	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Esbjerg	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	75-79 år	København	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Fredericia	0	0	0	0	1	1	0	0	0	0	0	0
Kvinder	75-79 år	København	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Kolding	2	0	0	0	0	0	0	1	0	0	0	0
Kvinder	75-79 år	København	Sønderborg	1	1	0	0	0	1	0	2	0	0	0	0
Kvinder	75-79 år	København	Tønder	0	0	1	0	0	0	0	1	0	0	0	0
Kvinder	75-79 år	København	Varde	1	0	0	0	0	1	0	1	0	0	0	0
Kvinder	75-79 år	København	Vejen	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Vejle	0	0	0	0	0	0	1	0	1	0	2	0
Kvinder	75-79 år	København	Aabenraa	2	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Favrskov	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Hedensted	0	0	0	0	0	1	0	0	1	0	0	0
Kvinder	75-79 år	København	Horsens	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	75-79 år	København	Norddjurs	0	0	0	0	1	0	0	0	1	0	1	0
Kvinder	75-79 år	København	Odder	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Randers	0	0	1	0	0	0	0	0	0	0	1	0
Kvinder	75-79 år	København	Samsø	0	0	0	1	0	0	0	0	0	0	1	0
Kvinder	75-79 år	København	Silkeborg	0	0	0	0	1	0	0	1	0	0	0	2
Kvinder	75-79 år	København	Skanderborg	0	0	0	2	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Syddjurs	0	0	0	0	0	0	0	1	0	0	0	1
Kvinder	75-79 år	København	Aarhus	2	1	1	2	0	1	0	1	2	0	0	1
Kvinder	75-79 år	København	Herning	0	0	0	0	0	0	0	0	1	0	1	0
Kvinder	75-79 år	København	Holstebro	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	75-79 år	København	Ikast-Brande	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Ringkøbing-Skjern	0	1	0	0	0	1	0	1	0	0	0	1
Kvinder	75-79 år	København	Skive	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	75-79 år	København	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Viborg	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Frederikshavn	0	0	0	0	0	0	1	0	0	0	2	2
Kvinder	75-79 år	København	Hjørring	0	1	0	0	1	0	0	0	0	0	2	0
Kvinder	75-79 år	København	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Læsø	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Thisted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	København	Vesthimmerlands	0	1	0	1	0	0	0	0	0	0	0	1
Kvinder	75-79 år	København	Aalborg	1	1	1	1	0	0	0	0	2	0	1	1
Kvinder	75-79 år	Frederiksberg	København	6	2	4	1	4	2	1	6	1	5	3	2
Kvinder	75-79 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Dragør	1	0	1	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Tårnby	0	0	1	0	0	1	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Albertslund	0	0	0	0	1	1	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Ballerup	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Brøndby	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Gentofte	1	0	1	1	1	1	1	0	1	2	1	2
Kvinder	75-79 år	Frederiksberg	Gladsaxe	0	1	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Glostrup	0	1	0	0	0	0	0	1	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Herlev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Hvidovre	1	0	1	1	0	0	0	0	1	0	0	1
Kvinder	75-79 år	Frederiksberg	Høje-Taastrup	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Ishøj	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Lyngby-Taarbæk	1	0	0	0	0	1	0	0	1	0	0	0
Kvinder	75-79 år	Frederiksberg	Rødovre	0	0	0	0	0	0	0	0	1	1	0	0
Kvinder	75-79 år	Frederiksberg	Vallensbæk	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Allerød	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Egedal	0	1	1	0	0	0	0	0	0	0	0	1
Kvinder	75-79 år	Frederiksberg	Fredensborg	1	0	1	1	0	1	0	1	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Frederikssund	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Furesø	1	1	0	1	0	0	0	0	0	0	1	0
Kvinder	75-79 år	Frederiksberg	Gribskov	0	1	0	1	1	0	0	0	1	0	1	1
Kvinder	75-79 år	Frederiksberg	Halsnæs	0	0	0	0	0	0	0	0	0	0	2	0
Kvinder	75-79 år	Frederiksberg	Helsingør	0	1	0	1	2	0	1	0	0	0	1	0
Kvinder	75-79 år	Frederiksberg	Hillerød	1	0	0	1	0	0	0	1	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Hørsholm	1	1	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Rudersdal	0	1	1	0	0	0	0	1	0	0	1	1
Kvinder	75-79 år	Frederiksberg	Bornholm	0	1	0	1	0	1	0	2	0	0	2	1
Kvinder	75-79 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Greve	0	0	1	0	0	0	0	1	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Køge	0	0	0	0	1	0	0	0	1	1	0	1
Kvinder	75-79 år	Frederiksberg	Lejre	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Roskilde	0	0	0	0	0	0	0	1	0	1	1	1
Kvinder	75-79 år	Frederiksberg	Solrød	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Faxe	0	0	1	0	0	1	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Guldborgsund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Holbæk	0	0	0	0	0	0	1	0	1	1	0	0
Kvinder	75-79 år	Frederiksberg	Kalundborg	0	0	1	0	0	1	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Lolland	0	0	0	0	0	0	0	0	0	0	1	1
Kvinder	75-79 år	Frederiksberg	Næstved	1	1	1	1	0	0	0	0	1	0	1	0
Kvinder	75-79 år	Frederiksberg	Odsherred	0	2	1	0	0	0	0	3	1	2	0	0
Kvinder	75-79 år	Frederiksberg	Ringsted	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Slagelse	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Sorø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Stevns	1	0	0	0	0	0	1	0	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Vordingborg	0	0	1	0	0	0	0	0	0	2	0	1
Kvinder	75-79 år	Frederiksberg	Assens	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Faaborg-Midtfyn	1	0	0	0	0	0	0	1	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Middelfart	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	75-79 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	75-79 år	Frederiksberg	Nyborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Odense	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Svendborg	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Esbjerg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	75-79 år	Frederiksberg	Sønderborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Vejle	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Aabenraa	1	0	0	0	1	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Horsens	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Norddjurs	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	75-79 år	Frederiksberg	Silkeborg	0	0	0	0	0	0	0	0	0	0	0	0
