køn	alder	fraflytningskommune	tilflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	5-9 år	Frederiksberg	Lolland	0	3	2	1	0	0	1	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Næstved	0	1	0	1	0	0	0	1	1	3	3	1
Kvinder	5-9 år	Frederiksberg	Odsherred	4	0	0	0	1	0	0	0	0	1	1	0
Kvinder	5-9 år	Frederiksberg	Ringsted	2	0	0	1	0	0	1	0	1	1	1	1
Kvinder	5-9 år	Frederiksberg	Slagelse	1	2	1	3	0	0	0	0	0	0	2	1
Kvinder	5-9 år	Frederiksberg	Sorø	0	1	1	0	0	2	0	0	1	0	1	1
Kvinder	5-9 år	Frederiksberg	Stevns	1	0	1	0	0	1	1	0	0	0	0	2
Kvinder	5-9 år	Frederiksberg	Vordingborg	2	1	1	1	0	0	0	0	0	1	1	0
Kvinder	5-9 år	Frederiksberg	Assens	2	0	0	0	0	0	0	1	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Faaborg-Midtfyn	1	0	2	1	1	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Langeland	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Middelfart	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Nyborg	0	0	0	0	0	0	1	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Odense	0	0	0	1	0	0	1	2	1	1	0	1
Kvinder	5-9 år	Frederiksberg	Svendborg	0	0	1	1	1	0	0	0	0	0	2	2
Kvinder	5-9 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	2	0	0
Kvinder	5-9 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Esbjerg	2	3	0	0	0	0	1	0	0	0	1	1
Kvinder	5-9 år	Frederiksberg	Fanø	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	0	0	2	0	0
Kvinder	5-9 år	Frederiksberg	Haderslev	1	0	0	0	0	1	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	Frederiksberg	Sønderborg	0	1	0	0	0	0	0	0	1	0	1	1
Kvinder	5-9 år	Frederiksberg	Tønder	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	Frederiksberg	Vejle	1	2	0	0	0	1	0	0	1	2	1	0
Kvinder	5-9 år	Frederiksberg	Aabenraa	1	0	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Norddjurs	0	1	1	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Odder	0	2	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Randers	0	2	0	0	0	0	0	1	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Samsø	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Silkeborg	2	0	0	1	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Skanderborg	0	1	0	1	0	0	1	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Syddjurs	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Aarhus	2	3	5	0	3	0	4	3	3	1	1	1
Kvinder	5-9 år	Frederiksberg	Herning	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Holstebro	0	0	2	0	1	0	0	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Ikast-Brande	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Skive	1	0	0	0	0	0	0	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Viborg	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	Frederiksberg	Jammerbugt	2	0	0	0	0	1	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Rebild	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Aalborg	0	0	0	0	0	1	1	0	0	0	0	0
Kvinder	10-14 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Frederiksberg	42	23	33	38	50	31	43	43	45	47	35	28
Kvinder	10-14 år	København	Dragør	2	4	3	2	3	4	2	4	5	9	5	5
Kvinder	10-14 år	København	Tårnby	18	27	18	27	17	24	19	24	25	25	23	22
Kvinder	10-14 år	København	Albertslund	5	2	9	10	3	1	3	4	5	8	4	3
Kvinder	10-14 år	København	Ballerup	9	5	2	4	13	8	14	8	11	9	9	8
Kvinder	10-14 år	København	Brøndby	8	9	11	10	10	6	12	9	13	12	6	8
Kvinder	10-14 år	København	Gentofte	23	27	22	27	31	28	30	41	22	37	30	44
Kvinder	10-14 år	København	Gladsaxe	15	22	17	34	24	12	14	25	24	18	20	17
Kvinder	10-14 år	København	Glostrup	3	2	4	1	2	9	4	0	3	8	6	4
Kvinder	10-14 år	København	Herlev	9	9	4	3	9	7	12	8	13	14	6	8
Kvinder	10-14 år	København	Hvidovre	15	14	15	16	17	11	20	15	21	19	16	17
Kvinder	10-14 år	København	Høje-Taastrup	8	7	5	7	5	7	8	4	4	13	10	9
Kvinder	10-14 år	København	Ishøj	8	5	7	4	2	11	4	5	3	1	4	8
Kvinder	10-14 år	København	Lyngby-Taarbæk	8	6	9	10	10	6	7	13	7	13	16	10
Kvinder	10-14 år	København	Rødovre	7	14	13	17	12	19	13	10	15	8	15	13
Kvinder	10-14 år	København	Vallensbæk	2	2	4	2	8	0	6	3	2	7	1	5
Kvinder	10-14 år	København	Allerød	2	2	5	4	3	2	3	4	2	3	0	3
Kvinder	10-14 år	København	Egedal	4	6	5	10	5	6	3	12	2	6	7	3
Kvinder	10-14 år	København	Fredensborg	4	7	5	5	9	4	4	11	11	10	9	4
Kvinder	10-14 år	København	Frederikssund	3	3	5	4	8	4	3	6	4	8	1	10
Kvinder	10-14 år	København	Furesø	8	8	9	9	7	7	6	5	10	14	6	15
Kvinder	10-14 år	København	Gribskov	13	5	8	7	3	7	5	7	3	2	5	6
Kvinder	10-14 år	København	Halsnæs	4	1	3	3	2	3	2	5	4	6	2	2
Kvinder	10-14 år	København	Helsingør	10	1	4	3	7	7	6	6	6	1	8	7
Kvinder	10-14 år	København	Hillerød	2	7	4	3	5	5	2	7	1	4	5	6
Kvinder	10-14 år	København	Hørsholm	5	4	3	4	2	2	2	3	2	2	1	4
Kvinder	10-14 år	København	Rudersdal	6	8	15	12	11	8	8	15	15	14	12	17
Kvinder	10-14 år	København	Bornholm	1	3	6	2	4	3	3	0	3	2	9	2
Kvinder	10-14 år	København	Christiansø	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Greve	5	6	5	4	3	5	6	5	9	6	3	6
Kvinder	10-14 år	København	Køge	8	5	4	5	2	3	8	7	4	5	10	6
Kvinder	10-14 år	København	Lejre	2	3	2	3	3	1	4	3	1	0	4	4
Kvinder	10-14 år	København	Roskilde	7	6	5	2	7	1	7	6	9	6	8	10
Kvinder	10-14 år	København	Solrød	2	1	1	0	3	0	0	3	4	2	4	5
Kvinder	10-14 år	København	Faxe	7	6	4	1	2	4	1	3	4	3	3	3
Kvinder	10-14 år	København	Guldborgsund	3	7	6	3	1	2	2	3	1	5	4	0
Kvinder	10-14 år	København	Holbæk	11	18	6	10	4	3	10	9	7	7	10	4
Kvinder	10-14 år	København	Kalundborg	4	7	6	1	3	2	3	1	2	2	1	4
Kvinder	10-14 år	København	Lolland	2	4	2	3	1	1	4	0	3	4	0	3
Kvinder	10-14 år	København	Næstved	1	5	8	1	1	2	4	2	2	3	4	4
Kvinder	10-14 år	København	Odsherred	4	7	3	3	2	1	8	2	3	3	2	2
Kvinder	10-14 år	København	Ringsted	4	2	3	2	4	0	0	3	0	0	0	3
Kvinder	10-14 år	København	Slagelse	9	5	4	4	6	3	3	1	4	3	8	0
Kvinder	10-14 år	København	Sorø	4	4	1	4	2	4	7	4	1	5	0	2
Kvinder	10-14 år	København	Stevns	3	1	4	4	1	0	4	1	1	3	2	1
Kvinder	10-14 år	København	Vordingborg	9	8	12	9	6	5	0	5	3	3	7	4
Kvinder	10-14 år	København	Assens	1	1	1	0	0	1	0	0	0	2	1	0
Kvinder	10-14 år	København	Faaborg-Midtfyn	3	2	1	2	0	0	0	1	0	0	1	0
Kvinder	10-14 år	København	Kerteminde	0	1	0	1	0	0	0	0	0	1	1	0
Kvinder	10-14 år	København	Langeland	1	0	0	0	0	0	0	0	1	0	0	0
Kvinder	10-14 år	København	Middelfart	0	2	0	0	0	0	1	1	1	0	0	0
Kvinder	10-14 år	København	Nordfyns	0	2	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Nyborg	3	0	2	0	2	1	0	0	1	1	0	0
Kvinder	10-14 år	København	Odense	5	0	5	0	2	5	2	0	1	2	0	2
Kvinder	10-14 år	København	Svendborg	1	2	2	1	1	1	2	1	0	2	1	3
Kvinder	10-14 år	København	Ærø	1	0	0	0	0	0	1	0	0	2	2	1
Kvinder	10-14 år	København	Billund	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	København	Esbjerg	0	0	1	0	2	1	2	1	3	1	1	1
Kvinder	10-14 år	København	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Fredericia	0	1	0	0	0	0	1	0	1	0	0	1
Kvinder	10-14 år	København	Haderslev	1	4	1	1	0	0	1	0	0	0	0	0
Kvinder	10-14 år	København	Kolding	1	1	1	1	1	2	0	1	3	0	1	0
Kvinder	10-14 år	København	Sønderborg	0	0	0	1	0	0	2	5	0	0	2	1
Kvinder	10-14 år	København	Tønder	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	København	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Vejen	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Vejle	2	0	1	1	1	1	0	2	2	0	2	1
Kvinder	10-14 år	København	Aabenraa	0	0	1	1	1	1	0	0	0	0	1	1
Kvinder	10-14 år	København	Favrskov	1	0	1	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	København	Hedensted	0	0	1	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	København	Horsens	0	0	3	1	0	0	0	0	0	0	2	0
Kvinder	10-14 år	København	Norddjurs	1	1	0	0	2	1	0	0	0	2	0	2
Kvinder	10-14 år	København	Odder	0	0	0	0	0	0	1	0	0	0	1	1
Kvinder	10-14 år	København	Randers	0	1	1	1	0	1	0	1	1	1	0	0
Kvinder	10-14 år	København	Samsø	0	0	0	0	0	2	0	0	0	1	0	0
Kvinder	10-14 år	København	Silkeborg	1	0	3	1	0	1	2	1	0	0	1	1
Kvinder	10-14 år	København	Skanderborg	3	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Syddjurs	0	1	0	0	0	1	0	0	0	0	0	1
Kvinder	10-14 år	København	Aarhus	6	2	7	1	1	3	1	7	2	1	2	2
Kvinder	10-14 år	København	Herning	0	0	4	0	1	1	0	0	2	0	0	0
Kvinder	10-14 år	København	Holstebro	3	0	0	0	0	1	1	0	2	1	0	1
Kvinder	10-14 år	København	Ikast-Brande	2	1	0	0	1	0	0	0	1	0	0	0
Kvinder	10-14 år	København	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Ringkøbing-Skjern	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Skive	1	0	0	0	0	0	0	0	1	0	0	0
Kvinder	10-14 år	København	Struer	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	København	Viborg	0	1	2	2	1	1	0	2	1	0	1	0
Kvinder	10-14 år	København	Brønderslev	0	1	1	0	0	0	0	0	1	0	0	0
Kvinder	10-14 år	København	Frederikshavn	0	0	0	0	2	0	0	2	1	1	0	0
Kvinder	10-14 år	København	Hjørring	0	0	0	0	0	1	0	0	2	0	0	0
Kvinder	10-14 år	København	Jammerbugt	2	2	1	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Læsø	0	0	1	1	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Mariagerfjord	0	0	0	1	0	0	0	0	0	0	1	0
Kvinder	10-14 år	København	Morsø	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Rebild	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	København	Thisted	0	2	1	1	0	1	0	2	0	1	0	0
Kvinder	10-14 år	København	Vesthimmerlands	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Aalborg	4	4	0	3	2	1	3	1	3	6	0	2
Kvinder	10-14 år	Frederiksberg	København	37	37	40	44	48	52	43	48	57	37	39	61
Kvinder	10-14 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Dragør	0	0	0	0	1	1	1	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Tårnby	2	1	0	3	0	1	1	1	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Albertslund	0	0	1	0	0	1	3	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Ballerup	1	1	3	0	1	1	0	1	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Brøndby	1	0	0	0	0	1	1	0	2	0	0	2
Kvinder	10-14 år	Frederiksberg	Gentofte	3	1	5	4	6	5	4	3	4	4	2	7
Kvinder	10-14 år	Frederiksberg	Gladsaxe	2	1	1	1	0	2	6	2	0	2	1	3
Kvinder	10-14 år	Frederiksberg	Glostrup	1	0	1	0	1	1	0	2	1	1	1	1
Kvinder	10-14 år	Frederiksberg	Herlev	1	1	0	0	1	1	0	3	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Hvidovre	1	1	5	0	3	3	2	2	3	3	1	4
Kvinder	10-14 år	Frederiksberg	Høje-Taastrup	1	0	1	0	0	1	1	0	0	3	0	1
Kvinder	10-14 år	Frederiksberg	Ishøj	0	0	0	0	0	0	1	1	0	1	0	1
Kvinder	10-14 år	Frederiksberg	Lyngby-Taarbæk	1	2	0	0	1	2	1	6	3	3	1	3
Kvinder	10-14 år	Frederiksberg	Rødovre	0	4	2	2	1	5	3	4	3	5	4	2
Kvinder	10-14 år	Frederiksberg	Vallensbæk	0	0	1	0	0	1	0	0	0	0	1	1
Kvinder	10-14 år	Frederiksberg	Allerød	0	0	1	1	0	0	2	0	1	0	1	1
Kvinder	10-14 år	Frederiksberg	Egedal	0	1	0	0	2	3	2	0	0	3	1	0
Kvinder	10-14 år	Frederiksberg	Fredensborg	2	2	0	1	2	2	2	1	1	1	1	1
Kvinder	10-14 år	Frederiksberg	Frederikssund	2	0	0	0	3	2	0	0	3	0	1	1
Kvinder	10-14 år	Frederiksberg	Furesø	0	1	1	2	0	1	0	0	1	3	2	1
Kvinder	10-14 år	Frederiksberg	Gribskov	0	1	1	1	0	0	1	1	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Halsnæs	0	0	0	1	0	0	2	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Helsingør	2	1	0	2	1	1	1	1	1	3	5	2
Kvinder	10-14 år	Frederiksberg	Hillerød	3	1	2	0	2	0	0	1	0	2	1	1
Kvinder	10-14 år	Frederiksberg	Hørsholm	0	1	1	0	1	2	0	0	2	1	0	0
Kvinder	10-14 år	Frederiksberg	Rudersdal	0	2	3	3	3	1	2	1	1	2	3	1
Kvinder	10-14 år	Frederiksberg	Bornholm	2	0	1	1	0	0	0	1	1	1	0	0
Kvinder	10-14 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Greve	2	1	2	0	0	0	1	1	1	0	1	0
Kvinder	10-14 år	Frederiksberg	Køge	0	0	0	2	1	2	1	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Lejre	1	0	1	0	1	0	1	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Roskilde	3	0	1	1	0	0	2	0	2	1	3	4
Kvinder	10-14 år	Frederiksberg	Solrød	0	0	0	0	0	0	0	1	2	0	0	1
Kvinder	10-14 år	Frederiksberg	Faxe	0	0	0	1	0	0	0	0	1	2	0	0
Kvinder	10-14 år	Frederiksberg	Guldborgsund	0	2	0	0	1	0	2	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Holbæk	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Kalundborg	2	1	0	0	1	0	0	0	0	1	1	0
Kvinder	10-14 år	Frederiksberg	Lolland	0	1	1	2	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Næstved	0	1	0	4	0	1	2	0	1	0	1	0
Kvinder	10-14 år	Frederiksberg	Odsherred	1	1	1	1	1	1	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ringsted	0	1	0	0	1	0	0	0	0	1	1	0
Kvinder	10-14 år	Frederiksberg	Slagelse	0	0	1	0	0	0	2	0	0	0	1	1
Kvinder	10-14 år	Frederiksberg	Sorø	1	0	0	1	1	0	0	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Stevns	1	0	2	0	0	0	0	0	1	2	1	2
Kvinder	10-14 år	Frederiksberg	Vordingborg	2	1	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Assens	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	1	1	1	0	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Kerteminde	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Middelfart	0	0	0	0	1	0	1	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Nyborg	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Odense	0	1	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Svendborg	0	0	0	0	0	0	1	0	2	0	0	0
Kvinder	10-14 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Esbjerg	0	0	0	1	0	0	0	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Fredericia	0	0	1	1	1	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Haderslev	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Sønderborg	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Vejle	0	0	0	0	0	0	1	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	2	0	0	0
Kvinder	10-14 år	Frederiksberg	Norddjurs	0	1	0	0	0	0	0	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Randers	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Silkeborg	0	0	0	2	2	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Skanderborg	0	0	0	0	0	0	0	0	0	0	0	2
Kvinder	10-14 år	Frederiksberg	Syddjurs	0	0	0	0	1	0	0	0	0	1	0	2
Kvinder	10-14 år	Frederiksberg	Aarhus	0	0	1	0	1	2	1	0	0	1	1	0
Kvinder	10-14 år	Frederiksberg	Herning	0	0	0	1	0	0	0	0	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Holstebro	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ringkøbing-Skjern	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Skive	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Viborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Brønderslev	1	0	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Jammerbugt	0	0	0	1	0	0	0	0	2	0	0	0
Kvinder	10-14 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Mariagerfjord	0	0	0	2	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Rebild	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Thisted	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Aalborg	0	0	0	0	0	0	2	1	0	1	0	0
Kvinder	15-19 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	København	Frederiksberg	134	141	116	147	138	137	146	123	127	135	100	126
Kvinder	15-19 år	København	Dragør	6	9	8	16	7	14	7	3	8	15	11	16
Kvinder	15-19 år	København	Tårnby	42	55	42	39	52	48	39	38	43	45	61	54
Kvinder	15-19 år	København	Albertslund	20	15	13	31	22	26	25	25	19	24	19	23
Kvinder	15-19 år	København	Ballerup	27	25	20	22	23	32	25	34	17	14	18	16
Kvinder	15-19 år	København	Brøndby	17	25	25	25	16	28	22	24	21	28	24	24
Kvinder	15-19 år	København	Gentofte	37	50	32	59	57	66	55	50	61	55	57	48
Kvinder	15-19 år	København	Gladsaxe	43	60	51	59	58	48	51	48	54	55	60	45
Kvinder	15-19 år	København	Glostrup	11	6	14	16	12	12	20	16	16	16	12	19
Kvinder	15-19 år	København	Herlev	18	12	14	13	12	21	17	27	17	17	15	17
Kvinder	15-19 år	København	Hvidovre	47	54	71	58	51	46	57	54	59	53	56	44
Kvinder	15-19 år	København	Høje-Taastrup	29	27	22	20	19	23	25	22	25	24	28	30
Kvinder	15-19 år	København	Ishøj	10	23	8	24	16	10	17	20	13	9	23	14
Kvinder	15-19 år	København	Lyngby-Taarbæk	25	20	12	21	24	15	24	38	39	31	28	22
Kvinder	15-19 år	København	Rødovre	28	37	30	38	29	31	31	38	36	23	32	34
Kvinder	15-19 år	København	Vallensbæk	3	6	10	7	6	7	13	13	4	12	10	13
Kvinder	15-19 år	København	Allerød	5	5	1	7	2	5	5	4	5	3	5	8
Kvinder	15-19 år	København	Egedal	9	14	10	8	10	7	11	10	10	8	14	11
Kvinder	15-19 år	København	Fredensborg	6	19	15	12	8	7	17	10	16	18	18	9
Kvinder	15-19 år	København	Frederikssund	8	6	7	8	13	5	6	19	11	14	10	10
Kvinder	15-19 år	København	Furesø	16	11	13	22	14	20	17	18	16	18	16	19
Kvinder	15-19 år	København	Gribskov	6	10	11	13	4	10	10	7	7	8	14	12
Kvinder	15-19 år	København	Halsnæs	7	7	4	5	5	3	7	5	4	12	4	5
Kvinder	15-19 år	København	Helsingør	12	15	13	18	15	15	15	14	17	19	18	13
Kvinder	15-19 år	København	Hillerød	10	11	14	14	15	16	20	16	12	12	12	11
Kvinder	15-19 år	København	Hørsholm	3	4	4	6	6	8	6	5	9	10	4	10
Kvinder	15-19 år	København	Rudersdal	13	19	22	15	26	22	24	28	25	32	21	20
Kvinder	15-19 år	København	Bornholm	7	11	12	6	10	8	5	7	5	10	5	10
Kvinder	15-19 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	København	Greve	11	11	20	17	8	10	11	14	15	15	14	22
Kvinder	15-19 år	København	Køge	7	14	11	11	15	9	17	10	13	15	17	11
Kvinder	15-19 år	København	Lejre	5	5	5	4	3	9	4	6	3	6	5	3
Kvinder	15-19 år	København	Roskilde	19	22	22	17	22	22	27	32	26	19	16	26
Kvinder	15-19 år	København	Solrød	8	4	2	7	2	2	5	11	9	4	4	2
Kvinder	15-19 år	København	Faxe	7	9	6	11	4	5	9	6	10	6	3	4
