køn	alder	tilflytningskommune	fraflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	0-4 år	Frederiksberg	Holbæk	2	0	0	0	0	0	1	0	2	1	1	0
Kvinder	0-4 år	Frederiksberg	Kalundborg	3	2	2	0	0	1	0	2	1	0	0	1
Kvinder	0-4 år	Frederiksberg	Lolland	0	0	0	2	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Næstved	0	3	0	1	2	2	3	0	1	0	0	2
Kvinder	0-4 år	Frederiksberg	Odsherred	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Ringsted	0	0	0	0	0	1	0	3	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Slagelse	0	0	1	0	2	0	0	1	0	0	1	1
Kvinder	0-4 år	Frederiksberg	Sorø	1	1	2	0	0	0	0	0	0	0	1	1
Kvinder	0-4 år	Frederiksberg	Stevns	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Vordingborg	0	1	2	0	3	0	1	0	0	0	0	1
Kvinder	0-4 år	Frederiksberg	Assens	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Middelfart	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Nordfyns	2	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Nyborg	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Odense	2	0	2	2	0	0	2	0	2	2	1	0
Kvinder	0-4 år	Frederiksberg	Svendborg	0	1	1	0	0	1	0	2	0	1	0	0
Kvinder	0-4 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Esbjerg	1	0	1	1	1	0	0	0	1	1	0	0
Kvinder	0-4 år	Frederiksberg	Fanø	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Fredericia	0	0	1	1	1	1	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Kolding	1	0	0	0	1	0	1	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Sønderborg	0	0	0	0	1	1	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Varde	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Vejen	2	0	0	0	1	0	0	0	0	0	0	2
Kvinder	0-4 år	Frederiksberg	Vejle	1	0	0	0	1	0	0	0	0	2	0	0
Kvinder	0-4 år	Frederiksberg	Aabenraa	0	0	0	0	3	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Hedensted	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Horsens	1	0	0	0	1	0	0	0	0	2	0	0
Kvinder	0-4 år	Frederiksberg	Norddjurs	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	0-4 år	Frederiksberg	Odder	1	0	0	1	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Randers	2	0	0	0	0	2	0	0	0	0	1	0
Kvinder	0-4 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Silkeborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Skanderborg	0	1	0	0	0	0	0	0	0	1	0	0
Kvinder	0-4 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Aarhus	1	2	8	4	9	5	6	4	5	7	2	3
Kvinder	0-4 år	Frederiksberg	Herning	0	2	0	0	1	0	3	0	0	0	0	1
Kvinder	0-4 år	Frederiksberg	Holstebro	0	0	0	0	0	2	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Ringkøbing-Skjern	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Skive	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Viborg	1	0	0	2	0	0	1	1	0	0	0	1
Kvinder	0-4 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Hjørring	0	1	0	0	1	0	0	0	1	1	0	0
Kvinder	0-4 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	0-4 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Rebild	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	0-4 år	Frederiksberg	Aalborg	3	3	0	1	0	4	1	2	1	3	3	0
Kvinder	5-9 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Frederiksberg	53	37	49	54	69	82	74	69	93	80	86	83
Kvinder	5-9 år	København	Dragør	0	1	2	1	4	2	7	4	1	7	2	6
Kvinder	5-9 år	København	Tårnby	9	14	9	12	10	17	14	13	16	29	20	22
Kvinder	5-9 år	København	Albertslund	6	1	3	4	2	4	3	5	4	3	4	3
Kvinder	5-9 år	København	Ballerup	7	5	5	4	2	4	3	0	2	6	7	1
Kvinder	5-9 år	København	Brøndby	2	3	5	4	6	8	5	2	7	8	5	7
Kvinder	5-9 år	København	Gentofte	9	21	17	26	21	25	23	22	24	24	29	29
Kvinder	5-9 år	København	Gladsaxe	14	4	9	13	9	7	10	15	15	11	13	11
Kvinder	5-9 år	København	Glostrup	1	4	0	2	3	2	5	3	0	2	6	2
Kvinder	5-9 år	København	Herlev	5	2	2	3	9	3	3	2	3	7	4	2
Kvinder	5-9 år	København	Hvidovre	7	2	6	10	12	9	10	13	24	13	15	5
Kvinder	5-9 år	København	Høje-Taastrup	6	8	5	6	8	5	4	8	5	10	14	11
Kvinder	5-9 år	København	Ishøj	4	2	3	4	4	9	3	0	1	0	5	4
Kvinder	5-9 år	København	Lyngby-Taarbæk	11	6	5	4	5	8	6	5	2	7	9	8
Kvinder	5-9 år	København	Rødovre	7	5	5	7	7	10	3	11	14	17	8	5
Kvinder	5-9 år	København	Vallensbæk	0	1	2	5	0	1	2	3	3	4	2	3
Kvinder	5-9 år	København	Allerød	0	1	0	1	2	0	3	1	0	1	2	1
Kvinder	5-9 år	København	Egedal	3	2	1	1	6	4	7	7	9	2	3	7
Kvinder	5-9 år	København	Fredensborg	9	3	2	6	2	3	3	6	8	5	5	5
Kvinder	5-9 år	København	Frederikssund	0	2	1	2	4	0	4	4	5	2	5	3
Kvinder	5-9 år	København	Furesø	7	8	4	4	9	13	6	4	3	8	4	3
Kvinder	5-9 år	København	Gribskov	3	5	5	3	4	2	1	3	1	2	0	8
Kvinder	5-9 år	København	Halsnæs	0	2	1	0	6	2	4	3	3	4	0	7
Kvinder	5-9 år	København	Helsingør	4	5	7	6	10	6	7	12	0	7	3	6
Kvinder	5-9 år	København	Hillerød	4	2	3	1	5	2	5	7	4	0	3	4
Kvinder	5-9 år	København	Hørsholm	2	3	1	1	2	1	2	3	4	5	2	2
Kvinder	5-9 år	København	Rudersdal	10	4	8	8	8	5	10	1	3	4	10	4
Kvinder	5-9 år	København	Bornholm	2	2	2	4	1	1	3	1	1	2	2	1
Kvinder	5-9 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Greve	4	5	6	5	2	3	4	1	4	2	4	4
Kvinder	5-9 år	København	Køge	2	7	5	7	3	4	5	4	1	8	7	8
Kvinder	5-9 år	København	Lejre	0	0	0	2	2	1	2	2	1	1	0	3
Kvinder	5-9 år	København	Roskilde	2	2	4	2	6	0	6	1	5	2	6	6
Kvinder	5-9 år	København	Solrød	2	2	2	0	1	1	2	4	0	0	2	0
Kvinder	5-9 år	København	Faxe	3	4	1	5	3	1	3	1	3	4	2	2
Kvinder	5-9 år	København	Guldborgsund	4	7	3	2	1	4	3	1	0	0	0	1
Kvinder	5-9 år	København	Holbæk	3	4	11	3	10	8	6	3	6	2	3	1
Kvinder	5-9 år	København	Kalundborg	3	3	3	4	6	2	1	1	1	1	1	1
Kvinder	5-9 år	København	Lolland	2	4	2	2	2	3	0	3	1	1	2	1
Kvinder	5-9 år	København	Næstved	3	6	3	3	7	2	1	1	1	3	5	4
Kvinder	5-9 år	København	Odsherred	4	1	0	2	1	0	1	1	0	1	0	1
Kvinder	5-9 år	København	Ringsted	1	1	1	1	2	3	4	1	2	2	2	2
Kvinder	5-9 år	København	Slagelse	2	9	8	6	8	3	1	2	2	1	0	6
Kvinder	5-9 år	København	Sorø	0	1	2	2	1	4	0	1	1	0	0	1
Kvinder	5-9 år	København	Stevns	0	0	2	2	2	0	2	1	2	1	2	2
Kvinder	5-9 år	København	Vordingborg	4	4	2	6	4	4	2	6	3	1	1	1
Kvinder	5-9 år	København	Assens	0	0	1	0	0	1	0	0	0	0	1	0
Kvinder	5-9 år	København	Faaborg-Midtfyn	0	0	1	1	2	0	2	0	1	1	0	0
Kvinder	5-9 år	København	Kerteminde	1	0	0	0	0	1	1	0	0	0	0	0
Kvinder	5-9 år	København	Langeland	0	1	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Middelfart	1	1	1	2	0	0	2	0	0	0	0	0
Kvinder	5-9 år	København	Nordfyns	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Nyborg	0	0	1	0	0	0	2	0	0	0	2	0
Kvinder	5-9 år	København	Odense	12	8	11	10	6	6	8	7	6	4	2	6
Kvinder	5-9 år	København	Svendborg	2	3	0	0	2	3	2	1	1	1	0	0
Kvinder	5-9 år	København	Ærø	0	0	0	0	0	2	0	0	0	0	1	0
Kvinder	5-9 år	København	Billund	3	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	København	Esbjerg	2	3	3	0	3	0	0	2	0	3	2	1
Kvinder	5-9 år	København	Fanø	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Fredericia	1	0	0	0	1	0	0	0	1	0	0	0
Kvinder	5-9 år	København	Haderslev	0	0	3	1	2	0	1	1	1	0	0	0
Kvinder	5-9 år	København	Kolding	0	2	2	1	0	4	4	2	3	1	1	2
Kvinder	5-9 år	København	Sønderborg	0	0	1	1	0	1	2	1	0	3	0	0
Kvinder	5-9 år	København	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Varde	0	0	0	1	1	0	0	0	0	1	0	0
Kvinder	5-9 år	København	Vejen	1	0	3	0	0	2	0	0	0	0	1	0
Kvinder	5-9 år	København	Vejle	1	3	0	4	2	5	1	5	4	1	1	0
Kvinder	5-9 år	København	Aabenraa	1	1	0	0	1	2	1	1	0	0	1	0
Kvinder	5-9 år	København	Favrskov	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	5-9 år	København	Hedensted	3	0	0	0	0	0	0	1	0	0	2	2
Kvinder	5-9 år	København	Horsens	0	0	0	2	1	1	0	1	0	1	0	0
Kvinder	5-9 år	København	Norddjurs	0	0	0	2	2	0	0	0	0	2	0	0
Kvinder	5-9 år	København	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Randers	1	0	1	1	1	1	0	0	0	0	1	0
Kvinder	5-9 år	København	Samsø	0	0	1	0	0	0	0	0	0	0	1	1
Kvinder	5-9 år	København	Silkeborg	0	1	3	0	0	2	3	1	3	1	1	1
Kvinder	5-9 år	København	Skanderborg	0	1	0	0	0	0	1	2	2	0	2	3
Kvinder	5-9 år	København	Syddjurs	0	0	1	0	0	1	1	1	1	2	1	0
Kvinder	5-9 år	København	Aarhus	8	7	6	11	7	6	14	5	7	7	4	14
Kvinder	5-9 år	København	Herning	0	1	0	1	0	3	0	0	0	0	2	2
Kvinder	5-9 år	København	Holstebro	1	2	2	2	2	2	0	0	0	1	2	0
Kvinder	5-9 år	København	Ikast-Brande	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Ringkøbing-Skjern	1	1	2	0	0	0	2	0	0	1	1	0
Kvinder	5-9 år	København	Skive	3	1	3	0	0	3	0	0	0	0	0	0
Kvinder	5-9 år	København	Struer	0	2	0	0	0	0	3	0	0	0	0	0
Kvinder	5-9 år	København	Viborg	1	2	1	2	1	1	0	1	1	0	0	2
Kvinder	5-9 år	København	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Frederikshavn	1	2	1	0	1	2	0	2	0	0	0	2
Kvinder	5-9 år	København	Hjørring	1	0	0	0	2	0	0	0	0	0	0	1
Kvinder	5-9 år	København	Jammerbugt	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	København	Læsø	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	5-9 år	København	Morsø	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Rebild	0	0	0	1	2	0	0	0	0	0	0	0
Kvinder	5-9 år	København	Thisted	0	0	0	0	0	0	0	0	1	1	1	0
Kvinder	5-9 år	København	Vesthimmerlands	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	5-9 år	København	Aalborg	2	3	6	8	8	3	1	3	1	0	4	4
Kvinder	5-9 år	Frederiksberg	København	51	51	56	62	74	69	82	75	70	69	65	59
Kvinder	5-9 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Dragør	0	0	0	0	1	0	1	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Tårnby	0	0	1	2	2	1	0	0	2	0	0	0
Kvinder	5-9 år	Frederiksberg	Albertslund	0	0	0	0	0	0	0	1	2	0	0	1
Kvinder	5-9 år	Frederiksberg	Ballerup	1	4	0	2	3	2	0	1	0	0	1	0
Kvinder	5-9 år	Frederiksberg	Brøndby	2	0	3	0	0	2	0	2	1	0	0	1
Kvinder	5-9 år	Frederiksberg	Gentofte	1	1	1	3	4	2	4	3	1	3	5	1
Kvinder	5-9 år	Frederiksberg	Gladsaxe	0	0	0	2	1	3	4	3	4	3	2	3
Kvinder	5-9 år	Frederiksberg	Glostrup	0	1	1	1	0	1	0	0	0	0	0	3
Kvinder	5-9 år	Frederiksberg	Herlev	1	0	0	0	0	0	1	1	1	1	2	0
Kvinder	5-9 år	Frederiksberg	Hvidovre	0	1	1	2	0	3	1	3	4	3	1	0
Kvinder	5-9 år	Frederiksberg	Høje-Taastrup	1	2	1	0	2	1	2	1	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Ishøj	0	0	0	3	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Lyngby-Taarbæk	0	1	0	1	1	0	1	2	2	0	1	1
Kvinder	5-9 år	Frederiksberg	Rødovre	2	2	2	0	0	0	2	6	1	1	1	2
Kvinder	5-9 år	Frederiksberg	Vallensbæk	0	0	1	0	3	0	1	0	0	0	2	0
Kvinder	5-9 år	Frederiksberg	Allerød	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Egedal	1	0	1	1	1	0	3	1	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Fredensborg	1	0	0	2	0	2	0	2	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Frederikssund	0	2	0	0	0	0	0	0	1	0	1	0
Kvinder	5-9 år	Frederiksberg	Furesø	0	0	1	0	1	3	2	2	0	4	1	1
Kvinder	5-9 år	Frederiksberg	Gribskov	1	0	1	0	1	0	3	2	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Halsnæs	0	0	0	0	1	0	0	0	0	2	0	0
Kvinder	5-9 år	Frederiksberg	Helsingør	1	0	0	1	1	1	0	0	0	1	1	0
Kvinder	5-9 år	Frederiksberg	Hillerød	1	0	1	0	0	1	1	0	1	3	0	0
Kvinder	5-9 år	Frederiksberg	Hørsholm	1	0	1	0	1	0	1	2	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Rudersdal	1	0	0	1	0	2	0	1	1	1	1	1
Kvinder	5-9 år	Frederiksberg	Bornholm	0	1	0	1	0	1	0	0	1	0	1	0
Kvinder	5-9 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Greve	1	1	4	0	1	1	1	2	1	0	1	0
Kvinder	5-9 år	Frederiksberg	Køge	0	1	0	0	0	1	2	0	2	0	0	1
Kvinder	5-9 år	Frederiksberg	Lejre	1	0	0	0	3	0	0	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Roskilde	0	1	2	3	2	0	1	1	2	1	0	2
Kvinder	5-9 år	Frederiksberg	Solrød	0	0	0	0	0	0	2	0	1	0	1	0
Kvinder	5-9 år	Frederiksberg	Faxe	0	1	2	0	0	0	1	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Guldborgsund	2	0	0	0	1	0	1	0	0	0	1	1
Kvinder	5-9 år	Frederiksberg	Holbæk	0	1	0	0	1	0	0	2	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Kalundborg	0	0	1	1	0	0	0	0	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Lolland	1	2	0	0	0	1	0	0	2	0	0	1
Kvinder	5-9 år	Frederiksberg	Næstved	0	0	0	0	0	1	0	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Odsherred	0	0	0	0	0	2	0	0	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Ringsted	0	0	0	0	0	1	2	1	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Slagelse	0	0	1	1	0	0	1	0	1	1	1	0
Kvinder	5-9 år	Frederiksberg	Sorø	0	0	0	0	1	1	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Stevns	0	0	0	0	0	0	2	1	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Vordingborg	1	1	1	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Assens	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Faaborg-Midtfyn	1	1	0	0	1	1	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Langeland	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Middelfart	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Nyborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Odense	1	1	0	0	0	2	2	1	0	2	0	0
Kvinder	5-9 år	Frederiksberg	Svendborg	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Esbjerg	3	1	2	0	0	0	0	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Kolding	1	0	0	0	0	0	0	0	1	0	1	0
Kvinder	5-9 år	Frederiksberg	Sønderborg	0	0	0	0	0	2	1	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Tønder	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Varde	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Vejle	0	0	1	0	0	0	0	0	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Horsens	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Norddjurs	0	0	0	0	0	1	0	0	0	0	1	0
Kvinder	5-9 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Silkeborg	1	0	0	0	0	0	0	0	0	1	0	1
Kvinder	5-9 år	Frederiksberg	Skanderborg	0	0	1	0	0	0	0	0	0	0	0	1
Kvinder	5-9 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Aarhus	1	1	1	1	2	4	2	0	2	1	1	0
Kvinder	5-9 år	Frederiksberg	Herning	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Holstebro	0	0	0	1	0	0	0	0	1	0	0	0
Kvinder	5-9 år	Frederiksberg	Ikast-Brande	2	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Ringkøbing-Skjern	1	0	0	1	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Viborg	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	5-9 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	5-9 år	Frederiksberg	Aalborg	1	0	3	2	0	0	0	2	0	0	1	0
Kvinder	10-14 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Frederiksberg	37	37	40	44	48	52	43	48	57	37	39	61
Kvinder	10-14 år	København	Dragør	1	3	1	2	2	3	2	3	2	6	7	2
Kvinder	10-14 år	København	Tårnby	6	18	11	9	19	14	17	16	18	20	13	32
Kvinder	10-14 år	København	Albertslund	3	0	2	5	0	2	3	1	3	1	5	2
Kvinder	10-14 år	København	Ballerup	2	2	4	3	4	3	8	3	3	5	4	3
Kvinder	10-14 år	København	Brøndby	4	3	4	3	5	4	3	2	3	6	8	4
Kvinder	10-14 år	København	Gentofte	14	16	17	17	37	24	22	18	33	36	31	25
Kvinder	10-14 år	København	Gladsaxe	8	7	9	9	12	7	10	14	11	14	11	16
Kvinder	10-14 år	København	Glostrup	1	4	3	0	0	2	1	5	3	4	3	1
Kvinder	10-14 år	København	Herlev	6	6	3	3	6	11	6	7	4	1	4	4
Kvinder	10-14 år	København	Hvidovre	6	8	15	10	9	5	9	7	10	16	11	8
Kvinder	10-14 år	København	Høje-Taastrup	8	5	4	5	7	3	4	6	9	9	7	7
Kvinder	10-14 år	København	Ishøj	1	3	3	3	2	1	5	0	3	2	0	1
Kvinder	10-14 år	København	Lyngby-Taarbæk	7	3	4	5	13	3	8	5	7	10	5	4
Kvinder	10-14 år	København	Rødovre	5	6	9	9	9	9	6	14	5	6	9	6
Kvinder	10-14 år	København	Vallensbæk	1	0	2	0	2	1	4	2	0	3	1	4
Kvinder	10-14 år	København	Allerød	2	2	0	2	0	1	1	3	0	2	2	3
Kvinder	10-14 år	København	Egedal	5	4	2	3	8	3	5	4	4	6	5	3
Kvinder	10-14 år	København	Fredensborg	5	3	5	2	3	6	8	1	3	3	6	5
Kvinder	10-14 år	København	Frederikssund	4	4	7	3	2	5	0	4	2	2	4	4
Kvinder	10-14 år	København	Furesø	4	8	6	4	6	3	12	7	1	6	7	9
Kvinder	10-14 år	København	Gribskov	6	10	6	7	3	2	2	2	3	3	1	6
Kvinder	10-14 år	København	Halsnæs	3	1	1	1	2	1	6	1	3	7	2	0
Kvinder	10-14 år	København	Helsingør	7	4	10	3	3	7	9	5	6	6	5	8
Kvinder	10-14 år	København	Hillerød	2	3	3	1	3	1	2	5	2	2	2	1
Kvinder	10-14 år	København	Hørsholm	2	1	4	0	5	3	4	4	1	3	1	3
Kvinder	10-14 år	København	Rudersdal	8	4	3	9	5	6	4	5	11	13	14	14
Kvinder	10-14 år	København	Bornholm	1	8	4	8	2	2	4	1	5	2	4	1
Kvinder	10-14 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Greve	0	2	6	4	2	7	5	0	3	5	7	6
Kvinder	10-14 år	København	Køge	6	1	4	4	4	4	7	2	7	5	13	6
Kvinder	10-14 år	København	Lejre	2	1	0	2	1	1	2	1	1	3	2	2
