køn	alder	tilflytningskommune	fraflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	10-14 år	København	Roskilde	3	8	2	3	3	8	4	6	10	5	5	9
Kvinder	10-14 år	København	Solrød	3	0	0	0	4	2	0	1	2	1	0	1
Kvinder	10-14 år	København	Faxe	7	6	1	3	2	4	1	1	2	0	2	3
Kvinder	10-14 år	København	Guldborgsund	1	1	6	4	3	4	5	0	2	2	2	0
Kvinder	10-14 år	København	Holbæk	6	8	5	6	9	8	4	11	3	3	5	3
Kvinder	10-14 år	København	Kalundborg	1	5	2	2	8	0	1	6	3	2	2	2
Kvinder	10-14 år	København	Lolland	0	5	3	2	1	1	0	1	1	5	0	2
Kvinder	10-14 år	København	Næstved	4	6	6	4	7	3	3	6	2	1	1	2
Kvinder	10-14 år	København	Odsherred	3	1	1	0	2	0	3	0	1	1	1	3
Kvinder	10-14 år	København	Ringsted	0	1	1	3	3	0	2	0	4	2	2	1
Kvinder	10-14 år	København	Slagelse	4	6	10	4	5	3	1	6	3	3	4	7
Kvinder	10-14 år	København	Sorø	2	1	1	4	4	0	1	2	1	1	2	1
Kvinder	10-14 år	København	Stevns	2	3	1	3	0	3	6	1	0	1	3	3
Kvinder	10-14 år	København	Vordingborg	6	4	5	7	4	7	3	5	5	0	3	4
Kvinder	10-14 år	København	Assens	2	0	2	0	1	2	0	0	0	0	0	0
Kvinder	10-14 år	København	Faaborg-Midtfyn	3	0	0	1	0	1	1	3	1	0	0	1
Kvinder	10-14 år	København	Kerteminde	0	1	0	0	0	1	2	0	0	0	1	0
Kvinder	10-14 år	København	Langeland	0	1	1	0	0	0	0	0	0	0	0	1
Kvinder	10-14 år	København	Middelfart	1	2	0	0	1	0	0	0	0	1	0	0
Kvinder	10-14 år	København	Nordfyns	0	1	0	0	0	0	0	0	1	1	1	0
Kvinder	10-14 år	København	Nyborg	0	0	1	1	1	0	2	0	1	0	0	0
Kvinder	10-14 år	København	Odense	4	5	3	3	3	4	6	3	5	5	2	2
Kvinder	10-14 år	København	Svendborg	3	1	2	0	1	0	0	2	1	1	0	0
Kvinder	10-14 år	København	Ærø	0	0	0	0	0	1	0	0	0	0	0	1
Kvinder	10-14 år	København	Billund	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	10-14 år	København	Esbjerg	1	4	2	0	2	2	5	3	2	2	1	0
Kvinder	10-14 år	København	Fanø	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	10-14 år	København	Fredericia	1	0	3	0	1	1	0	1	1	0	0	0
Kvinder	10-14 år	København	Haderslev	1	0	1	1	0	0	2	0	1	0	0	0
Kvinder	10-14 år	København	Kolding	0	1	3	1	0	1	1	1	0	0	1	0
Kvinder	10-14 år	København	Sønderborg	0	0	0	1	1	1	0	1	1	2	3	1
Kvinder	10-14 år	København	Tønder	1	1	2	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	København	Varde	0	0	0	0	1	0	2	1	0	0	0	0
Kvinder	10-14 år	København	Vejen	0	1	0	1	0	0	0	2	0	1	1	1
Kvinder	10-14 år	København	Vejle	1	0	1	2	3	0	0	2	1	2	0	1
Kvinder	10-14 år	København	Aabenraa	2	0	0	0	0	4	1	1	0	1	0	1
Kvinder	10-14 år	København	Favrskov	0	0	1	1	0	0	0	0	1	0	4	0
Kvinder	10-14 år	København	Hedensted	0	0	0	0	0	0	0	0	0	0	2	0
Kvinder	10-14 år	København	Horsens	0	0	5	1	1	0	4	1	1	1	0	0
Kvinder	10-14 år	København	Norddjurs	0	0	1	0	0	0	0	1	2	1	0	0
Kvinder	10-14 år	København	Odder	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	10-14 år	København	Randers	1	0	0	0	0	1	0	1	3	0	2	0
Kvinder	10-14 år	København	Samsø	0	0	2	0	1	2	1	1	0	1	1	0
Kvinder	10-14 år	København	Silkeborg	0	1	1	1	2	1	1	2	1	2	2	1
Kvinder	10-14 år	København	Skanderborg	0	1	0	0	0	0	1	0	0	0	0	0
Kvinder	10-14 år	København	Syddjurs	0	0	2	1	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Aarhus	3	1	7	3	4	1	6	6	8	4	5	7
Kvinder	10-14 år	København	Herning	0	0	0	0	1	4	4	0	0	0	0	2
Kvinder	10-14 år	København	Holstebro	1	0	0	2	0	0	2	3	0	1	0	0
Kvinder	10-14 år	København	Ikast-Brande	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	København	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Ringkøbing-Skjern	1	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Skive	0	0	0	0	0	0	0	0	0	2	0	0
Kvinder	10-14 år	København	Struer	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	10-14 år	København	Viborg	2	1	0	4	1	3	2	1	0	1	1	0
Kvinder	10-14 år	København	Brønderslev	0	0	2	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Frederikshavn	0	1	0	1	1	0	0	0	0	0	1	0
Kvinder	10-14 år	København	Hjørring	0	0	0	0	2	1	0	0	0	2	0	0
Kvinder	10-14 år	København	Jammerbugt	0	1	0	2	0	1	0	0	0	0	0	0
Kvinder	10-14 år	København	Læsø	1	0	0	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Morsø	0	1	0	0	0	0	0	1	0	1	0	0
Kvinder	10-14 år	København	Rebild	0	0	0	0	2	0	0	0	0	0	0	0
Kvinder	10-14 år	København	Thisted	1	0	2	1	0	0	1	0	0	3	0	0
Kvinder	10-14 år	København	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	København	Aalborg	4	1	5	4	7	0	1	5	4	3	1	2
Kvinder	10-14 år	Frederiksberg	København	42	23	33	38	50	31	43	43	45	47	35	28
Kvinder	10-14 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Dragør	0	0	0	0	0	0	0	1	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Tårnby	1	1	0	1	1	2	0	3	1	0	0	1
Kvinder	10-14 år	Frederiksberg	Albertslund	0	1	0	1	0	0	0	0	1	1	1	0
Kvinder	10-14 år	Frederiksberg	Ballerup	1	1	1	1	0	1	1	0	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Brøndby	1	1	0	0	1	0	0	2	1	0	0	1
Kvinder	10-14 år	Frederiksberg	Gentofte	4	4	3	3	0	1	2	2	4	2	4	4
Kvinder	10-14 år	Frederiksberg	Gladsaxe	1	3	1	2	1	2	1	1	0	0	3	2
Kvinder	10-14 år	Frederiksberg	Glostrup	1	1	1	1	1	0	2	0	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Herlev	0	1	0	0	0	1	0	0	0	1	0	2
Kvinder	10-14 år	Frederiksberg	Hvidovre	0	1	0	3	6	3	1	4	3	2	1	2
Kvinder	10-14 år	Frederiksberg	Høje-Taastrup	1	1	1	1	2	0	2	1	1	3	2	1
Kvinder	10-14 år	Frederiksberg	Ishøj	0	0	1	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Lyngby-Taarbæk	1	1	0	0	0	1	0	1	2	0	0	1
Kvinder	10-14 år	Frederiksberg	Rødovre	1	5	1	0	1	1	3	5	3	1	2	4
Kvinder	10-14 år	Frederiksberg	Vallensbæk	1	0	1	0	2	0	1	0	0	1	1	0
Kvinder	10-14 år	Frederiksberg	Allerød	1	0	0	0	0	1	0	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Egedal	0	0	1	0	3	0	1	0	3	2	0	1
Kvinder	10-14 år	Frederiksberg	Fredensborg	2	1	1	0	0	1	0	2	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Frederikssund	0	1	1	1	1	0	0	0	2	0	1	1
Kvinder	10-14 år	Frederiksberg	Furesø	2	1	4	2	0	2	0	0	1	1	1	2
Kvinder	10-14 år	Frederiksberg	Gribskov	2	1	2	0	0	0	1	0	0	1	1	1
Kvinder	10-14 år	Frederiksberg	Halsnæs	0	0	0	1	1	2	1	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Helsingør	1	1	2	1	0	1	0	0	0	0	2	3
Kvinder	10-14 år	Frederiksberg	Hillerød	1	0	2	0	1	0	2	2	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Hørsholm	2	3	0	0	0	1	0	0	1	2	0	0
Kvinder	10-14 år	Frederiksberg	Rudersdal	1	0	0	1	1	2	1	0	0	0	0	3
Kvinder	10-14 år	Frederiksberg	Bornholm	0	0	0	0	0	1	1	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Greve	0	0	2	1	1	1	0	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Køge	1	1	0	0	1	3	1	1	2	0	1	0
Kvinder	10-14 år	Frederiksberg	Lejre	0	0	2	0	0	1	0	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Roskilde	0	1	0	0	0	0	2	3	1	1	1	1
Kvinder	10-14 år	Frederiksberg	Solrød	0	0	0	1	0	0	0	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Faxe	0	1	1	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Guldborgsund	0	2	2	0	0	0	1	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Holbæk	1	0	0	1	0	1	2	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Kalundborg	1	2	1	1	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Lolland	1	1	0	1	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Næstved	0	0	0	1	2	0	1	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Odsherred	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ringsted	0	0	0	0	0	0	0	0	0	0	2	0
Kvinder	10-14 år	Frederiksberg	Slagelse	1	0	3	0	0	1	1	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Sorø	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Stevns	0	0	0	1	0	1	0	0	0	0	1	1
Kvinder	10-14 år	Frederiksberg	Vordingborg	0	0	1	0	1	0	0	0	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Assens	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Middelfart	0	0	0	1	0	0	0	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Nordfyns	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Nyborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Odense	0	0	0	0	0	2	1	0	0	2	1	0
Kvinder	10-14 år	Frederiksberg	Svendborg	0	0	0	1	0	0	1	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Esbjerg	2	0	0	1	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Fredericia	0	1	0	0	0	0	1	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Haderslev	1	0	0	0	0	0	0	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	10-14 år	Frederiksberg	Sønderborg	0	0	0	0	0	1	0	0	0	0	1	1
Kvinder	10-14 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	2	0
Kvinder	10-14 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Vejle	0	0	1	0	0	0	1	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Aabenraa	1	0	0	0	0	1	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	1	0	0	0	1
Kvinder	10-14 år	Frederiksberg	Norddjurs	0	0	0	1	2	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Odder	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Silkeborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Skanderborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Aarhus	1	1	0	0	3	2	1	1	0	2	0	2
Kvinder	10-14 år	Frederiksberg	Herning	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Holstebro	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Ringkøbing-Skjern	0	1	2	0	0	0	2	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Viborg	0	0	1	0	1	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Hjørring	0	0	0	0	1	0	0	0	1	0	0	0
Kvinder	10-14 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Mariagerfjord	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	10-14 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	10-14 år	Frederiksberg	Aalborg	0	0	0	2	0	1	0	0	0	0	0	2
Kvinder	15-19 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	København	Frederiksberg	157	150	180	180	156	155	162	136	135	147	136	134
Kvinder	15-19 år	København	Dragør	28	30	28	33	30	27	20	19	32	30	39	32
Kvinder	15-19 år	København	Tårnby	86	77	77	79	66	80	64	65	65	77	69	79
Kvinder	15-19 år	København	Albertslund	26	28	31	30	37	37	36	29	33	19	24	33
Kvinder	15-19 år	København	Ballerup	43	43	41	39	50	32	43	58	44	32	30	33
Kvinder	15-19 år	København	Brøndby	34	33	35	39	29	35	33	29	33	36	26	41
Kvinder	15-19 år	København	Gentofte	103	105	97	98	106	111	123	117	105	150	118	125
Kvinder	15-19 år	København	Gladsaxe	73	73	80	83	67	92	90	67	90	68	81	62
Kvinder	15-19 år	København	Glostrup	11	8	19	22	21	16	15	14	24	16	24	15
Kvinder	15-19 år	København	Herlev	32	21	26	36	30	29	27	26	24	19	31	28
Kvinder	15-19 år	København	Hvidovre	57	64	66	92	72	61	56	67	62	69	55	50
Kvinder	15-19 år	København	Høje-Taastrup	33	43	35	32	32	38	39	45	38	41	47	41
Kvinder	15-19 år	København	Ishøj	34	19	25	26	26	17	18	16	16	13	21	19
Kvinder	15-19 år	København	Lyngby-Taarbæk	54	46	53	53	48	68	59	58	65	49	58	57
Kvinder	15-19 år	København	Rødovre	41	40	44	59	36	51	36	43	49	37	32	45
Kvinder	15-19 år	København	Vallensbæk	7	9	12	7	5	10	11	19	18	21	20	16
Kvinder	15-19 år	København	Allerød	30	18	19	21	28	27	22	22	21	25	16	19
Kvinder	15-19 år	København	Egedal	44	38	35	38	42	39	31	33	41	36	42	43
Kvinder	15-19 år	København	Fredensborg	33	44	40	48	49	42	62	47	40	42	35	31
Kvinder	15-19 år	København	Frederikssund	26	32	22	36	36	33	24	38	35	23	36	36
Kvinder	15-19 år	København	Furesø	39	67	55	50	54	50	54	56	41	56	42	46
Kvinder	15-19 år	København	Gribskov	35	31	34	46	42	47	44	28	27	33	35	33
Kvinder	15-19 år	København	Halsnæs	25	28	16	25	20	21	22	23	20	21	17	22
Kvinder	15-19 år	København	Helsingør	50	33	45	45	56	38	40	46	48	41	61	46
Kvinder	15-19 år	København	Hillerød	33	38	43	38	48	38	58	42	51	41	38	55
Kvinder	15-19 år	København	Hørsholm	20	25	32	32	23	33	37	23	30	28	28	33
Kvinder	15-19 år	København	Rudersdal	63	80	62	70	93	62	82	68	79	76	58	77
Kvinder	15-19 år	København	Bornholm	57	65	57	61	50	45	34	36	35	38	31	29
Kvinder	15-19 år	København	Christiansø	0	0	2	0	0	0	0	1	0	0	0	1
Kvinder	15-19 år	København	Greve	43	45	55	52	37	35	43	44	31	35	38	57
Kvinder	15-19 år	København	Køge	41	37	34	45	45	37	50	37	41	48	40	45
Kvinder	15-19 år	København	Lejre	12	16	10	15	15	26	12	22	19	18	12	12
Kvinder	15-19 år	København	Roskilde	65	70	78	67	54	60	55	69	62	55	65	65
Kvinder	15-19 år	København	Solrød	17	20	18	19	17	12	10	26	10	15	17	13
Kvinder	15-19 år	København	Faxe	24	25	35	28	22	29	23	33	24	31	24	18
Kvinder	15-19 år	København	Guldborgsund	31	36	56	49	24	37	49	42	32	43	24	23
Kvinder	15-19 år	København	Holbæk	42	43	54	42	43	53	49	48	56	48	47	44
Kvinder	15-19 år	København	Kalundborg	20	27	30	30	33	27	20	27	17	17	22	20
Kvinder	15-19 år	København	Lolland	41	38	30	38	28	17	25	24	29	28	10	25
Kvinder	15-19 år	København	Næstved	37	41	48	54	42	52	54	53	53	50	51	41
Kvinder	15-19 år	København	Odsherred	19	17	18	27	20	28	30	20	23	20	15	9
Kvinder	15-19 år	København	Ringsted	14	13	10	12	16	18	21	11	22	21	19	23
Kvinder	15-19 år	København	Slagelse	21	29	33	40	32	36	29	41	27	39	36	22
Kvinder	15-19 år	København	Sorø	17	25	23	21	23	21	20	22	22	23	18	17
Kvinder	15-19 år	København	Stevns	13	16	13	14	13	14	18	11	9	15	16	10
Kvinder	15-19 år	København	Vordingborg	34	42	36	45	39	38	40	33	41	30	23	19
Kvinder	15-19 år	København	Assens	2	7	6	6	4	6	7	6	7	5	2	5
Kvinder	15-19 år	København	Faaborg-Midtfyn	4	5	9	10	10	14	3	7	9	6	10	4
Kvinder	15-19 år	København	Kerteminde	1	5	3	6	7	4	1	0	2	3	0	3
Kvinder	15-19 år	København	Langeland	6	5	7	2	2	2	3	3	1	4	2	1
Kvinder	15-19 år	København	Middelfart	3	10	5	11	2	8	11	3	8	4	6	0
Kvinder	15-19 år	København	Nordfyns	1	3	1	1	1	1	1	4	0	2	5	3
Kvinder	15-19 år	København	Nyborg	4	7	7	9	7	6	7	6	8	6	7	3
Kvinder	15-19 år	København	Odense	33	28	47	38	50	44	50	45	22	40	25	15
Kvinder	15-19 år	København	Svendborg	22	31	24	22	21	23	21	21	17	17	15	9
Kvinder	15-19 år	København	Ærø	0	0	2	2	1	0	4	0	3	1	3	1
Kvinder	15-19 år	København	Billund	2	3	1	2	3	2	3	1	0	4	1	1
Kvinder	15-19 år	København	Esbjerg	20	21	14	20	19	19	16	26	14	10	19	16
Kvinder	15-19 år	København	Fanø	0	0	1	0	0	0	2	2	3	0	0	1
Kvinder	15-19 år	København	Fredericia	8	13	5	10	9	7	6	6	11	7	2	3
Kvinder	15-19 år	København	Haderslev	9	7	8	9	8	9	7	13	5	10	5	5
Kvinder	15-19 år	København	Kolding	10	11	24	14	15	16	14	11	24	10	14	8
Kvinder	15-19 år	København	Sønderborg	10	19	9	18	13	13	13	16	15	9	5	6
Kvinder	15-19 år	København	Tønder	4	6	14	5	9	3	9	5	3	5	6	7
Kvinder	15-19 år	København	Varde	12	10	5	4	4	9	8	8	4	4	5	8
Kvinder	15-19 år	København	Vejen	4	8	5	4	4	6	4	5	4	1	5	0
Kvinder	15-19 år	København	Vejle	16	11	13	18	12	20	12	9	11	8	12	7
Kvinder	15-19 år	København	Aabenraa	12	11	12	10	18	5	8	10	14	10	8	7
Kvinder	15-19 år	København	Favrskov	4	2	3	3	3	2	2	2	2	0	1	3
Kvinder	15-19 år	København	Hedensted	4	0	7	2	2	2	3	0	5	3	3	2
Kvinder	15-19 år	København	Horsens	6	11	6	5	9	6	8	8	6	4	6	2
Kvinder	15-19 år	København	Norddjurs	4	3	5	6	2	6	3	3	7	2	4	5
Kvinder	15-19 år	København	Odder	3	2	3	3	3	5	1	2	0	0	1	0
Kvinder	15-19 år	København	Randers	6	5	9	5	5	4	10	10	9	7	3	5
Kvinder	15-19 år	København	Samsø	1	2	2	1	2	2	4	0	2	1	0	0
Kvinder	15-19 år	København	Silkeborg	9	13	10	7	5	12	12	10	12	6	8	6
Kvinder	15-19 år	København	Skanderborg	7	6	6	3	13	3	3	4	3	10	3	3
Kvinder	15-19 år	København	Syddjurs	4	0	2	5	3	2	7	8	5	5	2	4
Kvinder	15-19 år	København	Aarhus	34	31	38	62	35	40	31	37	39	37	28	20
Kvinder	15-19 år	København	Herning	6	9	9	9	4	12	10	7	13	4	5	7
Kvinder	15-19 år	København	Holstebro	9	11	8	7	6	10	11	8	3	9	5	4
Kvinder	15-19 år	København	Ikast-Brande	5	3	4	2	3	3	5	4	5	6	7	5
Kvinder	15-19 år	København	Lemvig	2	2	1	1	2	2	0	4	1	3	0	0
Kvinder	15-19 år	København	Ringkøbing-Skjern	6	6	4	5	2	5	5	3	2	5	8	5
Kvinder	15-19 år	København	Skive	2	4	5	6	8	6	4	3	7	3	4	2
Kvinder	15-19 år	København	Struer	5	1	4	4	1	1	4	5	3	4	1	1
Kvinder	15-19 år	København	Viborg	13	13	15	17	10	14	11	1	5	11	7	11
Kvinder	15-19 år	København	Brønderslev	0	7	2	1	1	4	5	2	2	2	1	0
Kvinder	15-19 år	København	Frederikshavn	12	7	7	4	11	15	12	5	12	5	4	6
Kvinder	15-19 år	København	Hjørring	8	9	6	5	9	8	9	5	6	4	7	4
Kvinder	15-19 år	København	Jammerbugt	3	3	3	3	5	1	5	1	1	3	1	1
Kvinder	15-19 år	København	Læsø	1	0	0	1	0	0	0	0	0	0	0	0
Kvinder	15-19 år	København	Mariagerfjord	2	7	5	10	5	4	9	6	2	4	2	1
Kvinder	15-19 år	København	Morsø	2	2	4	2	2	1	0	1	0	2	3	1
Kvinder	15-19 år	København	Rebild	1	0	2	1	5	3	2	1	2	2	4	3
Kvinder	15-19 år	København	Thisted	4	8	2	5	10	5	6	6	1	3	4	1
Kvinder	15-19 år	København	Vesthimmerlands	10	3	4	4	9	4	2	2	3	3	0	1
Kvinder	15-19 år	København	Aalborg	26	21	25	20	26	22	23	15	16	24	18	23
Kvinder	15-19 år	Frederiksberg	København	134	141	116	147	138	137	146	123	127	135	100	126
Kvinder	15-19 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Dragør	2	2	3	1	6	7	0	0	3	1	0	4
Kvinder	15-19 år	Frederiksberg	Tårnby	3	9	4	6	2	3	3	5	2	2	4	1
Kvinder	15-19 år	Frederiksberg	Albertslund	10	2	5	5	3	7	5	8	7	7	2	6
Kvinder	15-19 år	Frederiksberg	Ballerup	13	1	3	7	9	2	7	5	5	4	4	6
Kvinder	15-19 år	Frederiksberg	Brøndby	3	3	5	2	5	3	1	3	2	3	2	4
Kvinder	15-19 år	Frederiksberg	Gentofte	19	14	15	20	14	10	13	11	12	17	12	18
Kvinder	15-19 år	Frederiksberg	Gladsaxe	9	13	7	7	7	5	6	8	10	7	7	6
Kvinder	15-19 år	Frederiksberg	Glostrup	1	2	1	1	0	2	4	7	1	2	1	2
Kvinder	15-19 år	Frederiksberg	Herlev	6	1	4	6	1	3	2	2	5	1	5	3
Kvinder	15-19 år	Frederiksberg	Hvidovre	7	9	8	11	7	7	6	7	12	10	4	8
Kvinder	15-19 år	Frederiksberg	Høje-Taastrup	7	6	4	5	1	5	6	7	3	3	4	9
Kvinder	15-19 år	Frederiksberg	Ishøj	1	0	3	1	3	1	1	2	3	4	3	0
Kvinder	15-19 år	Frederiksberg	Lyngby-Taarbæk	9	7	8	7	10	3	8	9	13	7	6	7
Kvinder	15-19 år	Frederiksberg	Rødovre	3	7	12	8	4	8	11	8	8	4	9	9
Kvinder	15-19 år	Frederiksberg	Vallensbæk	3	0	2	1	2	3	5	2	2	1	2	2
Kvinder	15-19 år	Frederiksberg	Allerød	6	4	3	4	3	3	4	6	3	2	4	3
Kvinder	15-19 år	Frederiksberg	Egedal	4	6	7	10	6	6	9	5	4	5	7	3
Kvinder	15-19 år	Frederiksberg	Fredensborg	2	13	8	11	4	7	4	8	7	10	4	10
Kvinder	15-19 år	Frederiksberg	Frederikssund	5	5	6	5	3	3	5	3	2	8	6	5
Kvinder	15-19 år	Frederiksberg	Furesø	9	9	5	14	13	9	13	5	5	9	12	5
Kvinder	15-19 år	Frederiksberg	Gribskov	4	2	1	5	3	3	4	6	3	5	2	9
Kvinder	15-19 år	Frederiksberg	Halsnæs	4	5	2	1	3	0	1	2	2	2	3	2
Kvinder	15-19 år	Frederiksberg	Helsingør	8	11	8	6	7	9	8	5	6	5	6	6
Kvinder	15-19 år	Frederiksberg	Hillerød	6	4	7	4	5	7	4	5	7	4	5	4
Kvinder	15-19 år	Frederiksberg	Hørsholm	4	10	10	10	8	2	4	3	1	9	12	4
Kvinder	15-19 år	Frederiksberg	Rudersdal	9	12	12	12	7	11	10	19	20	10	12	19
Kvinder	15-19 år	Frederiksberg	Bornholm	3	5	4	6	5	7	7	2	7	6	4	5
Kvinder	15-19 år	Frederiksberg	Christiansø	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Greve	8	6	6	4	7	8	9	5	8	6	8	7
Kvinder	15-19 år	Frederiksberg	Køge	4	7	4	9	5	3	8	4	6	6	5	11
Kvinder	15-19 år	Frederiksberg	Lejre	2	3	4	4	5	4	1	1	4	4	2	0
