køn,alder,fraflytningskommune,tilflytningskommune,år,antal
Mænd,15-19 år,København,Esbjerg,2012,3
Mænd,15-19 år,København,Esbjerg,2013,3
Mænd,15-19 år,København,Esbjerg,2014,6
Mænd,15-19 år,København,Esbjerg,2015,4
Mænd,15-19 år,København,Esbjerg,2016,3
Mænd,15-19 år,København,Esbjerg,2017,2
Mænd,15-19 år,København,Fanø,2006,0
Mænd,15-19 år,København,Fanø,2007,0
Mænd,15-19 år,København,Fanø,2008,0
Mænd,15-19 år,København,Fanø,2009,0
Mænd,15-19 år,København,Fanø,2010,0
Mænd,15-19 år,København,Fanø,2011,0
Mænd,15-19 år,København,Fanø,2012,0
Mænd,15-19 år,København,Fanø,2013,1
Mænd,15-19 år,København,Fanø,2014,0
Mænd,15-19 år,København,Fanø,2015,0
Mænd,15-19 år,København,Fanø,2016,0
Mænd,15-19 år,København,Fanø,2017,0
Mænd,15-19 år,København,Fredericia,2006,0
Mænd,15-19 år,København,Fredericia,2007,2
Mænd,15-19 år,København,Fredericia,2008,0
Mænd,15-19 år,København,Fredericia,2009,3
Mænd,15-19 år,København,Fredericia,2010,2
Mænd,15-19 år,København,Fredericia,2011,1
Mænd,15-19 år,København,Fredericia,2012,1
Mænd,15-19 år,København,Fredericia,2013,0
Mænd,15-19 år,København,Fredericia,2014,2
Mænd,15-19 år,København,Fredericia,2015,0
Mænd,15-19 år,København,Fredericia,2016,0
Mænd,15-19 år,København,Fredericia,2017,1
Mænd,15-19 år,København,Haderslev,2006,4
Mænd,15-19 år,København,Haderslev,2007,2
Mænd,15-19 år,København,Haderslev,2008,4
Mænd,15-19 år,København,Haderslev,2009,1
Mænd,15-19 år,København,Haderslev,2010,2
Mænd,15-19 år,København,Haderslev,2011,2
Mænd,15-19 år,København,Haderslev,2012,3
Mænd,15-19 år,København,Haderslev,2013,0
Mænd,15-19 år,København,Haderslev,2014,5
Mænd,15-19 år,København,Haderslev,2015,1
Mænd,15-19 år,København,Haderslev,2016,1
Mænd,15-19 år,København,Haderslev,2017,4
Mænd,15-19 år,København,Kolding,2006,1
Mænd,15-19 år,København,Kolding,2007,7
Mænd,15-19 år,København,Kolding,2008,3
Mænd,15-19 år,København,Kolding,2009,3
Mænd,15-19 år,København,Kolding,2010,1
Mænd,15-19 år,København,Kolding,2011,3
Mænd,15-19 år,København,Kolding,2012,1
Mænd,15-19 år,København,Kolding,2013,4
Mænd,15-19 år,København,Kolding,2014,1
Mænd,15-19 år,København,Kolding,2015,3
Mænd,15-19 år,København,Kolding,2016,0
Mænd,15-19 år,København,Kolding,2017,2
Mænd,15-19 år,København,Sønderborg,2006,2
Mænd,15-19 år,København,Sønderborg,2007,3
Mænd,15-19 år,København,Sønderborg,2008,3
Mænd,15-19 år,København,Sønderborg,2009,3
Mænd,15-19 år,København,Sønderborg,2010,1
Mænd,15-19 år,København,Sønderborg,2011,2
Mænd,15-19 år,København,Sønderborg,2012,1
Mænd,15-19 år,København,Sønderborg,2013,3
Mænd,15-19 år,København,Sønderborg,2014,4
Mænd,15-19 år,København,Sønderborg,2015,2
Mænd,15-19 år,København,Sønderborg,2016,2
Mænd,15-19 år,København,Sønderborg,2017,5
Mænd,15-19 år,København,Tønder,2006,2
Mænd,15-19 år,København,Tønder,2007,0
Mænd,15-19 år,København,Tønder,2008,1
Mænd,15-19 år,København,Tønder,2009,2
Mænd,15-19 år,København,Tønder,2010,2
Mænd,15-19 år,København,Tønder,2011,0
Mænd,15-19 år,København,Tønder,2012,0
Mænd,15-19 år,København,Tønder,2013,0
Mænd,15-19 år,København,Tønder,2014,0
Mænd,15-19 år,København,Tønder,2015,3
Mænd,15-19 år,København,Tønder,2016,3
Mænd,15-19 år,København,Tønder,2017,1
Mænd,15-19 år,København,Varde,2006,1
Mænd,15-19 år,København,Varde,2007,0
Mænd,15-19 år,København,Varde,2008,0
Mænd,15-19 år,København,Varde,2009,2
Mænd,15-19 år,København,Varde,2010,1
Mænd,15-19 år,København,Varde,2011,1
Mænd,15-19 år,København,Varde,2012,0
Mænd,15-19 år,København,Varde,2013,1
Mænd,15-19 år,København,Varde,2014,1
Mænd,15-19 år,København,Varde,2015,0
Mænd,15-19 år,København,Varde,2016,1
Mænd,15-19 år,København,Varde,2017,0
Mænd,15-19 år,København,Vejen,2006,0
Mænd,15-19 år,København,Vejen,2007,0
Mænd,15-19 år,København,Vejen,2008,0
Mænd,15-19 år,København,Vejen,2009,1
Mænd,15-19 år,København,Vejen,2010,1
Mænd,15-19 år,København,Vejen,2011,1
Mænd,15-19 år,København,Vejen,2012,0
Mænd,15-19 år,København,Vejen,2013,0
Mænd,15-19 år,København,Vejen,2014,1
Mænd,15-19 år,København,Vejen,2015,1
Mænd,15-19 år,København,Vejen,2016,1
Mænd,15-19 år,København,Vejen,2017,0
Mænd,15-19 år,København,Vejle,2006,0
Mænd,15-19 år,København,Vejle,2007,4
Mænd,15-19 år,København,Vejle,2008,4
Mænd,15-19 år,København,Vejle,2009,1
Mænd,15-19 år,København,Vejle,2010,8
Mænd,15-19 år,København,Vejle,2011,2
Mænd,15-19 år,København,Vejle,2012,1
Mænd,15-19 år,København,Vejle,2013,4
Mænd,15-19 år,København,Vejle,2014,4
Mænd,15-19 år,København,Vejle,2015,2
Mænd,15-19 år,København,Vejle,2016,3
Mænd,15-19 år,København,Vejle,2017,0
Mænd,15-19 år,København,Aabenraa,2006,1
Mænd,15-19 år,København,Aabenraa,2007,0
Mænd,15-19 år,København,Aabenraa,2008,0
Mænd,15-19 år,København,Aabenraa,2009,1
Mænd,15-19 år,København,Aabenraa,2010,1
Mænd,15-19 år,København,Aabenraa,2011,3
Mænd,15-19 år,København,Aabenraa,2012,2
Mænd,15-19 år,København,Aabenraa,2013,1
Mænd,15-19 år,København,Aabenraa,2014,3
Mænd,15-19 år,København,Aabenraa,2015,2
Mænd,15-19 år,København,Aabenraa,2016,1
Mænd,15-19 år,København,Aabenraa,2017,1
Mænd,15-19 år,København,Favrskov,2006,1
Mænd,15-19 år,København,Favrskov,2007,1
Mænd,15-19 år,København,Favrskov,2008,1
Mænd,15-19 år,København,Favrskov,2009,3
Mænd,15-19 år,København,Favrskov,2010,0
Mænd,15-19 år,København,Favrskov,2011,0
Mænd,15-19 år,København,Favrskov,2012,0
Mænd,15-19 år,København,Favrskov,2013,1
Mænd,15-19 år,København,Favrskov,2014,0
Mænd,15-19 år,København,Favrskov,2015,1
Mænd,15-19 år,København,Favrskov,2016,1
Mænd,15-19 år,København,Favrskov,2017,2
Mænd,15-19 år,København,Hedensted,2006,0
Mænd,15-19 år,København,Hedensted,2007,0
Mænd,15-19 år,København,Hedensted,2008,1
Mænd,15-19 år,København,Hedensted,2009,0
Mænd,15-19 år,København,Hedensted,2010,0
Mænd,15-19 år,København,Hedensted,2011,1
Mænd,15-19 år,København,Hedensted,2012,0
Mænd,15-19 år,København,Hedensted,2013,2
Mænd,15-19 år,København,Hedensted,2014,2
Mænd,15-19 år,København,Hedensted,2015,0
Mænd,15-19 år,København,Hedensted,2016,1
Mænd,15-19 år,København,Hedensted,2017,0
Mænd,15-19 år,København,Horsens,2006,0
Mænd,15-19 år,København,Horsens,2007,2
Mænd,15-19 år,København,Horsens,2008,2
Mænd,15-19 år,København,Horsens,2009,3
Mænd,15-19 år,København,Horsens,2010,2
Mænd,15-19 år,København,Horsens,2011,1
Mænd,15-19 år,København,Horsens,2012,1
Mænd,15-19 år,København,Horsens,2013,1
Mænd,15-19 år,København,Horsens,2014,3
Mænd,15-19 år,København,Horsens,2015,1
Mænd,15-19 år,København,Horsens,2016,1
Mænd,15-19 år,København,Horsens,2017,3
Mænd,15-19 år,København,Norddjurs,2006,5
Mænd,15-19 år,København,Norddjurs,2007,4
Mænd,15-19 år,København,Norddjurs,2008,3
Mænd,15-19 år,København,Norddjurs,2009,3
Mænd,15-19 år,København,Norddjurs,2010,1
Mænd,15-19 år,København,Norddjurs,2011,4
Mænd,15-19 år,København,Norddjurs,2012,4
Mænd,15-19 år,København,Norddjurs,2013,2
Mænd,15-19 år,København,Norddjurs,2014,3
Mænd,15-19 år,København,Norddjurs,2015,6
Mænd,15-19 år,København,Norddjurs,2016,4
Mænd,15-19 år,København,Norddjurs,2017,2
Mænd,15-19 år,København,Odder,2006,1
Mænd,15-19 år,København,Odder,2007,0
Mænd,15-19 år,København,Odder,2008,0
Mænd,15-19 år,København,Odder,2009,0
Mænd,15-19 år,København,Odder,2010,0
Mænd,15-19 år,København,Odder,2011,0
Mænd,15-19 år,København,Odder,2012,1
Mænd,15-19 år,København,Odder,2013,0
Mænd,15-19 år,København,Odder,2014,0
Mænd,15-19 år,København,Odder,2015,0
Mænd,15-19 år,København,Odder,2016,0
Mænd,15-19 år,København,Odder,2017,0
Mænd,15-19 år,København,Randers,2006,2
Mænd,15-19 år,København,Randers,2007,6
Mænd,15-19 år,København,Randers,2008,5
Mænd,15-19 år,København,Randers,2009,3
Mænd,15-19 år,København,Randers,2010,2
Mænd,15-19 år,København,Randers,2011,1
Mænd,15-19 år,København,Randers,2012,2
Mænd,15-19 år,København,Randers,2013,1
Mænd,15-19 år,København,Randers,2014,2
Mænd,15-19 år,København,Randers,2015,0
Mænd,15-19 år,København,Randers,2016,1
Mænd,15-19 år,København,Randers,2017,1
Mænd,15-19 år,København,Samsø,2006,0
Mænd,15-19 år,København,Samsø,2007,1
Mænd,15-19 år,København,Samsø,2008,0
Mænd,15-19 år,København,Samsø,2009,0
Mænd,15-19 år,København,Samsø,2010,0
Mænd,15-19 år,København,Samsø,2011,1
Mænd,15-19 år,København,Samsø,2012,1
Mænd,15-19 år,København,Samsø,2013,0
Mænd,15-19 år,København,Samsø,2014,1
Mænd,15-19 år,København,Samsø,2015,0
Mænd,15-19 år,København,Samsø,2016,0
Mænd,15-19 år,København,Samsø,2017,0
Mænd,15-19 år,København,Silkeborg,2006,4
Mænd,15-19 år,København,Silkeborg,2007,2
Mænd,15-19 år,København,Silkeborg,2008,0
Mænd,15-19 år,København,Silkeborg,2009,1
Mænd,15-19 år,København,Silkeborg,2010,2
Mænd,15-19 år,København,Silkeborg,2011,1
Mænd,15-19 år,København,Silkeborg,2012,7
Mænd,15-19 år,København,Silkeborg,2013,1
Mænd,15-19 år,København,Silkeborg,2014,2
Mænd,15-19 år,København,Silkeborg,2015,1
Mænd,15-19 år,København,Silkeborg,2016,2
Mænd,15-19 år,København,Silkeborg,2017,3
Mænd,15-19 år,København,Skanderborg,2006,1
Mænd,15-19 år,København,Skanderborg,2007,1
Mænd,15-19 år,København,Skanderborg,2008,1
Mænd,15-19 år,København,Skanderborg,2009,2
Mænd,15-19 år,København,Skanderborg,2010,1
Mænd,15-19 år,København,Skanderborg,2011,0
Mænd,15-19 år,København,Skanderborg,2012,0
Mænd,15-19 år,København,Skanderborg,2013,0
Mænd,15-19 år,København,Skanderborg,2014,3
Mænd,15-19 år,København,Skanderborg,2015,1
Mænd,15-19 år,København,Skanderborg,2016,0
Mænd,15-19 år,København,Skanderborg,2017,2
Mænd,15-19 år,København,Syddjurs,2006,1
Mænd,15-19 år,København,Syddjurs,2007,3
Mænd,15-19 år,København,Syddjurs,2008,0
Mænd,15-19 år,København,Syddjurs,2009,1
Mænd,15-19 år,København,Syddjurs,2010,2
Mænd,15-19 år,København,Syddjurs,2011,2
Mænd,15-19 år,København,Syddjurs,2012,2
Mænd,15-19 år,København,Syddjurs,2013,4
Mænd,15-19 år,København,Syddjurs,2014,0
Mænd,15-19 år,København,Syddjurs,2015,3
Mænd,15-19 år,København,Syddjurs,2016,2
Mænd,15-19 år,København,Syddjurs,2017,1
Mænd,15-19 år,København,Aarhus,2006,12
Mænd,15-19 år,København,Aarhus,2007,8
Mænd,15-19 år,København,Aarhus,2008,11
Mænd,15-19 år,København,Aarhus,2009,10
Mænd,15-19 år,København,Aarhus,2010,9
Mænd,15-19 år,København,Aarhus,2011,6
Mænd,15-19 år,København,Aarhus,2012,9
Mænd,15-19 år,København,Aarhus,2013,9
Mænd,15-19 år,København,Aarhus,2014,16
Mænd,15-19 år,København,Aarhus,2015,20
Mænd,15-19 år,København,Aarhus,2016,12
Mænd,15-19 år,København,Aarhus,2017,11
Mænd,15-19 år,København,Herning,2006,2
Mænd,15-19 år,København,Herning,2007,1
Mænd,15-19 år,København,Herning,2008,2
Mænd,15-19 år,København,Herning,2009,0
Mænd,15-19 år,København,Herning,2010,3
Mænd,15-19 år,København,Herning,2011,2
Mænd,15-19 år,København,Herning,2012,2
Mænd,15-19 år,København,Herning,2013,2
Mænd,15-19 år,København,Herning,2014,2
Mænd,15-19 år,København,Herning,2015,0
Mænd,15-19 år,København,Herning,2016,2
Mænd,15-19 år,København,Herning,2017,2
Mænd,15-19 år,København,Holstebro,2006,2
Mænd,15-19 år,København,Holstebro,2007,1
Mænd,15-19 år,København,Holstebro,2008,3
Mænd,15-19 år,København,Holstebro,2009,4
Mænd,15-19 år,København,Holstebro,2010,2
Mænd,15-19 år,København,Holstebro,2011,2
Mænd,15-19 år,København,Holstebro,2012,3
Mænd,15-19 år,København,Holstebro,2013,1
Mænd,15-19 år,København,Holstebro,2014,2
Mænd,15-19 år,København,Holstebro,2015,0
Mænd,15-19 år,København,Holstebro,2016,2
Mænd,15-19 år,København,Holstebro,2017,0
Mænd,15-19 år,København,Ikast-Brande,2006,1
Mænd,15-19 år,København,Ikast-Brande,2007,2
Mænd,15-19 år,København,Ikast-Brande,2008,0
Mænd,15-19 år,København,Ikast-Brande,2009,1
Mænd,15-19 år,København,Ikast-Brande,2010,4
Mænd,15-19 år,København,Ikast-Brande,2011,1
Mænd,15-19 år,København,Ikast-Brande,2012,1
Mænd,15-19 år,København,Ikast-Brande,2013,2
Mænd,15-19 år,København,Ikast-Brande,2014,1
Mænd,15-19 år,København,Ikast-Brande,2015,2
Mænd,15-19 år,København,Ikast-Brande,2016,1
Mænd,15-19 år,København,Ikast-Brande,2017,0
Mænd,15-19 år,København,Lemvig,2006,1
Mænd,15-19 år,København,Lemvig,2007,0
Mænd,15-19 år,København,Lemvig,2008,1
Mænd,15-19 år,København,Lemvig,2009,1
Mænd,15-19 år,København,Lemvig,2010,0
Mænd,15-19 år,København,Lemvig,2011,0
Mænd,15-19 år,København,Lemvig,2012,0
Mænd,15-19 år,København,Lemvig,2013,0
Mænd,15-19 år,København,Lemvig,2014,1
Mænd,15-19 år,København,Lemvig,2015,0
Mænd,15-19 år,København,Lemvig,2016,0
Mænd,15-19 år,København,Lemvig,2017,0
Mænd,15-19 år,København,Ringkøbing-Skjern,2006,0
Mænd,15-19 år,København,Ringkøbing-Skjern,2007,0
Mænd,15-19 år,København,Ringkøbing-Skjern,2008,1
Mænd,15-19 år,København,Ringkøbing-Skjern,2009,2
Mænd,15-19 år,København,Ringkøbing-Skjern,2010,0
Mænd,15-19 år,København,Ringkøbing-Skjern,2011,0
Mænd,15-19 år,København,Ringkøbing-Skjern,2012,3
Mænd,15-19 år,København,Ringkøbing-Skjern,2013,2
Mænd,15-19 år,København,Ringkøbing-Skjern,2014,1
Mænd,15-19 år,København,Ringkøbing-Skjern,2015,1
Mænd,15-19 år,København,Ringkøbing-Skjern,2016,1
Mænd,15-19 år,København,Ringkøbing-Skjern,2017,0
Mænd,15-19 år,København,Skive,2006,1
Mænd,15-19 år,København,Skive,2007,3
Mænd,15-19 år,København,Skive,2008,0
Mænd,15-19 år,København,Skive,2009,1
Mænd,15-19 år,København,Skive,2010,0
Mænd,15-19 år,København,Skive,2011,1
Mænd,15-19 år,København,Skive,2012,0
Mænd,15-19 år,København,Skive,2013,1
Mænd,15-19 år,København,Skive,2014,1
Mænd,15-19 år,København,Skive,2015,4
Mænd,15-19 år,København,Skive,2016,0
Mænd,15-19 år,København,Skive,2017,0
Mænd,15-19 år,København,Struer,2006,0
Mænd,15-19 år,København,Struer,2007,0
Mænd,15-19 år,København,Struer,2008,1
Mænd,15-19 år,København,Struer,2009,0
Mænd,15-19 år,København,Struer,2010,1
Mænd,15-19 år,København,Struer,2011,1
Mænd,15-19 år,København,Struer,2012,1
Mænd,15-19 år,København,Struer,2013,2
Mænd,15-19 år,København,Struer,2014,0
Mænd,15-19 år,København,Struer,2015,0
Mænd,15-19 år,København,Struer,2016,0
Mænd,15-19 år,København,Struer,2017,0
Mænd,15-19 år,København,Viborg,2006,0
Mænd,15-19 år,København,Viborg,2007,2
Mænd,15-19 år,København,Viborg,2008,3
Mænd,15-19 år,København,Viborg,2009,2
Mænd,15-19 år,København,Viborg,2010,4
Mænd,15-19 år,København,Viborg,2011,0
Mænd,15-19 år,København,Viborg,2012,3
Mænd,15-19 år,København,Viborg,2013,0
Mænd,15-19 år,København,Viborg,2014,6
Mænd,15-19 år,København,Viborg,2015,2
Mænd,15-19 år,København,Viborg,2016,2
Mænd,15-19 år,København,Viborg,2017,4
Mænd,15-19 år,København,Brønderslev,2006,2
Mænd,15-19 år,København,Brønderslev,2007,1
Mænd,15-19 år,København,Brønderslev,2008,0
Mænd,15-19 år,København,Brønderslev,2009,1
Mænd,15-19 år,København,Brønderslev,2010,0
Mænd,15-19 år,København,Brønderslev,2011,0
Mænd,15-19 år,København,Brønderslev,2012,1
Mænd,15-19 år,København,Brønderslev,2013,0
Mænd,15-19 år,København,Brønderslev,2014,1
Mænd,15-19 år,København,Brønderslev,2015,1
Mænd,15-19 år,København,Brønderslev,2016,0
Mænd,15-19 år,København,Brønderslev,2017,1
Mænd,15-19 år,København,Frederikshavn,2006,4
Mænd,15-19 år,København,Frederikshavn,2007,1
Mænd,15-19 år,København,Frederikshavn,2008,2
Mænd,15-19 år,København,Frederikshavn,2009,0
Mænd,15-19 år,København,Frederikshavn,2010,3
Mænd,15-19 år,København,Frederikshavn,2011,2
Mænd,15-19 år,København,Frederikshavn,2012,0
Mænd,15-19 år,København,Frederikshavn,2013,2
Mænd,15-19 år,København,Frederikshavn,2014,2
Mænd,15-19 år,København,Frederikshavn,2015,1
Mænd,15-19 år,København,Frederikshavn,2016,1
Mænd,15-19 år,København,Frederikshavn,2017,2
Mænd,15-19 år,København,Hjørring,2006,0
Mænd,15-19 år,København,Hjørring,2007,0
Mænd,15-19 år,København,Hjørring,2008,3
Mænd,15-19 år,København,Hjørring,2009,2
Mænd,15-19 år,København,Hjørring,2010,0
Mænd,15-19 år,København,Hjørring,2011,1
Mænd,15-19 år,København,Hjørring,2012,1
Mænd,15-19 år,København,Hjørring,2013,1
Mænd,15-19 år,København,Hjørring,2014,3
Mænd,15-19 år,København,Hjørring,2015,1
Mænd,15-19 år,København,Hjørring,2016,2
Mænd,15-19 år,København,Hjørring,2017,2
Mænd,15-19 år,København,Jammerbugt,2006,1
Mænd,15-19 år,København,Jammerbugt,2007,1
Mænd,15-19 år,København,Jammerbugt,2008,0
Mænd,15-19 år,København,Jammerbugt,2009,0
Mænd,15-19 år,København,Jammerbugt,2010,0
Mænd,15-19 år,København,Jammerbugt,2011,0
Mænd,15-19 år,København,Jammerbugt,2012,0
Mænd,15-19 år,København,Jammerbugt,2013,2
Mænd,15-19 år,København,Jammerbugt,2014,0
Mænd,15-19 år,København,Jammerbugt,2015,1
Mænd,15-19 år,København,Jammerbugt,2016,0
Mænd,15-19 år,København,Jammerbugt,2017,0
Mænd,15-19 år,København,Læsø,2006,0
Mænd,15-19 år,København,Læsø,2007,0
Mænd,15-19 år,København,Læsø,2008,0
Mænd,15-19 år,København,Læsø,2009,0
Mænd,15-19 år,København,Læsø,2010,0
Mænd,15-19 år,København,Læsø,2011,0
Mænd,15-19 år,København,Læsø,2012,0
Mænd,15-19 år,København,Læsø,2013,0
Mænd,15-19 år,København,Læsø,2014,0
Mænd,15-19 år,København,Læsø,2015,0
Mænd,15-19 år,København,Læsø,2016,0
Mænd,15-19 år,København,Læsø,2017,0
Mænd,15-19 år,København,Mariagerfjord,2006,0
Mænd,15-19 år,København,Mariagerfjord,2007,0
Mænd,15-19 år,København,Mariagerfjord,2008,1
Mænd,15-19 år,København,Mariagerfjord,2009,0
Mænd,15-19 år,København,Mariagerfjord,2010,3
Mænd,15-19 år,København,Mariagerfjord,2011,1
Mænd,15-19 år,København,Mariagerfjord,2012,1
Mænd,15-19 år,København,Mariagerfjord,2013,0
Mænd,15-19 år,København,Mariagerfjord,2014,0
Mænd,15-19 år,København,Mariagerfjord,2015,0
Mænd,15-19 år,København,Mariagerfjord,2016,1
Mænd,15-19 år,København,Mariagerfjord,2017,1
Mænd,15-19 år,København,Morsø,2006,0
Mænd,15-19 år,København,Morsø,2007,2
Mænd,15-19 år,København,Morsø,2008,0
Mænd,15-19 år,København,Morsø,2009,0
Mænd,15-19 år,København,Morsø,2010,0
Mænd,15-19 år,København,Morsø,2011,0
Mænd,15-19 år,København,Morsø,2012,1
Mænd,15-19 år,København,Morsø,2013,0
Mænd,15-19 år,København,Morsø,2014,0
Mænd,15-19 år,København,Morsø,2015,0
Mænd,15-19 år,København,Morsø,2016,1
Mænd,15-19 år,København,Morsø,2017,0
Mænd,15-19 år,København,Rebild,2006,1
Mænd,15-19 år,København,Rebild,2007,1
Mænd,15-19 år,København,Rebild,2008,1
Mænd,15-19 år,København,Rebild,2009,1
Mænd,15-19 år,København,Rebild,2010,0
Mænd,15-19 år,København,Rebild,2011,0
Mænd,15-19 år,København,Rebild,2012,1
Mænd,15-19 år,København,Rebild,2013,2
Mænd,15-19 år,København,Rebild,2014,0
Mænd,15-19 år,København,Rebild,2015,0
Mænd,15-19 år,København,Rebild,2016,0
Mænd,15-19 år,København,Rebild,2017,0
Mænd,15-19 år,København,Thisted,2006,0
Mænd,15-19 år,København,Thisted,2007,1
Mænd,15-19 år,København,Thisted,2008,0
Mænd,15-19 år,København,Thisted,2009,2
Mænd,15-19 år,København,Thisted,2010,0
Mænd,15-19 år,København,Thisted,2011,1
Mænd,15-19 år,København,Thisted,2012,0
Mænd,15-19 år,København,Thisted,2013,0
Mænd,15-19 år,København,Thisted,2014,1
Mænd,15-19 år,København,Thisted,2015,1
Mænd,15-19 år,København,Thisted,2016,3
Mænd,15-19 år,København,Thisted,2017,1
Mænd,15-19 år,København,Vesthimmerlands,2006,4
Mænd,15-19 år,København,Vesthimmerlands,2007,0
Mænd,15-19 år,København,Vesthimmerlands,2008,0
Mænd,15-19 år,København,Vesthimmerlands,2009,1
Mænd,15-19 år,København,Vesthimmerlands,2010,2
Mænd,15-19 år,København,Vesthimmerlands,2011,0
Mænd,15-19 år,København,Vesthimmerlands,2012,1
Mænd,15-19 år,København,Vesthimmerlands,2013,0
Mænd,15-19 år,København,Vesthimmerlands,2014,1
Mænd,15-19 år,København,Vesthimmerlands,2015,0
Mænd,15-19 år,København,Vesthimmerlands,2016,0
Mænd,15-19 år,København,Vesthimmerlands,2017,0
Mænd,15-19 år,København,Aalborg,2006,5
Mænd,15-19 år,København,Aalborg,2007,4
Mænd,15-19 år,København,Aalborg,2008,5
Mænd,15-19 år,København,Aalborg,2009,5
Mænd,15-19 år,København,Aalborg,2010,7
Mænd,15-19 år,København,Aalborg,2011,2
Mænd,15-19 år,København,Aalborg,2012,10
Mænd,15-19 år,København,Aalborg,2013,10
Mænd,15-19 år,København,Aalborg,2014,5
Mænd,15-19 år,København,Aalborg,2015,8
Mænd,15-19 år,København,Aalborg,2016,6
Mænd,15-19 år,København,Aalborg,2017,8
Mænd,15-19 år,Frederiksberg,København,2006,101
Mænd,15-19 år,Frederiksberg,København,2007,95
Mænd,15-19 år,Frederiksberg,København,2008,101
Mænd,15-19 år,Frederiksberg,København,2009,102
Mænd,15-19 år,Frederiksberg,København,2010,106
Mænd,15-19 år,Frederiksberg,København,2011,98
Mænd,15-19 år,Frederiksberg,København,2012,107
Mænd,15-19 år,Frederiksberg,København,2013,121
Mænd,15-19 år,Frederiksberg,København,2014,102
Mænd,15-19 år,Frederiksberg,København,2015,87
Mænd,15-19 år,Frederiksberg,København,2016,106
Mænd,15-19 år,Frederiksberg,København,2017,130
Mænd,15-19 år,Frederiksberg,Frederiksberg,2006,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2007,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2008,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2009,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2010,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2011,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2012,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2013,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2014,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2015,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2016,0
Mænd,15-19 år,Frederiksberg,Frederiksberg,2017,0
Mænd,15-19 år,Frederiksberg,Dragør,2006,1
Mænd,15-19 år,Frederiksberg,Dragør,2007,1
Mænd,15-19 år,Frederiksberg,Dragør,2008,1
Mænd,15-19 år,Frederiksberg,Dragør,2009,1
Mænd,15-19 år,Frederiksberg,Dragør,2010,1
Mænd,15-19 år,Frederiksberg,Dragør,2011,1
Mænd,15-19 år,Frederiksberg,Dragør,2012,1
Mænd,15-19 år,Frederiksberg,Dragør,2013,1
Mænd,15-19 år,Frederiksberg,Dragør,2014,1
Mænd,15-19 år,Frederiksberg,Dragør,2015,4
Mænd,15-19 år,Frederiksberg,Dragør,2016,3
Mænd,15-19 år,Frederiksberg,Dragør,2017,0
Mænd,15-19 år,Frederiksberg,Tårnby,2006,2
Mænd,15-19 år,Frederiksberg,Tårnby,2007,1
Mænd,15-19 år,Frederiksberg,Tårnby,2008,2
Mænd,15-19 år,Frederiksberg,Tårnby,2009,2
Mænd,15-19 år,Frederiksberg,Tårnby,2010,0
Mænd,15-19 år,Frederiksberg,Tårnby,2011,2
Mænd,15-19 år,Frederiksberg,Tårnby,2012,1
Mænd,15-19 år,Frederiksberg,Tårnby,2013,2
Mænd,15-19 år,Frederiksberg,Tårnby,2014,4
Mænd,15-19 år,Frederiksberg,Tårnby,2015,0
Mænd,15-19 år,Frederiksberg,Tårnby,2016,0
Mænd,15-19 år,Frederiksberg,Tårnby,2017,1
Mænd,15-19 år,Frederiksberg,Albertslund,2006,2
Mænd,15-19 år,Frederiksberg,Albertslund,2007,2
Mænd,15-19 år,Frederiksberg,Albertslund,2008,3
Mænd,15-19 år,Frederiksberg,Albertslund,2009,2
Mænd,15-19 år,Frederiksberg,Albertslund,2010,0
Mænd,15-19 år,Frederiksberg,Albertslund,2011,0
Mænd,15-19 år,Frederiksberg,Albertslund,2012,2
Mænd,15-19 år,Frederiksberg,Albertslund,2013,0
Mænd,15-19 år,Frederiksberg,Albertslund,2014,2
Mænd,15-19 år,Frederiksberg,Albertslund,2015,1
Mænd,15-19 år,Frederiksberg,Albertslund,2016,4
Mænd,15-19 år,Frederiksberg,Albertslund,2017,2
Mænd,15-19 år,Frederiksberg,Ballerup,2006,2
Mænd,15-19 år,Frederiksberg,Ballerup,2007,1
Mænd,15-19 år,Frederiksberg,Ballerup,2008,4
Mænd,15-19 år,Frederiksberg,Ballerup,2009,1
Mænd,15-19 år,Frederiksberg,Ballerup,2010,1
Mænd,15-19 år,Frederiksberg,Ballerup,2011,2
Mænd,15-19 år,Frederiksberg,Ballerup,2012,0
Mænd,15-19 år,Frederiksberg,Ballerup,2013,1
Mænd,15-19 år,Frederiksberg,Ballerup,2014,3
Mænd,15-19 år,Frederiksberg,Ballerup,2015,4
Mænd,15-19 år,Frederiksberg,Ballerup,2016,4
Mænd,15-19 år,Frederiksberg,Ballerup,2017,0
Mænd,15-19 år,Frederiksberg,Brøndby,2006,0
Mænd,15-19 år,Frederiksberg,Brøndby,2007,2
Mænd,15-19 år,Frederiksberg,Brøndby,2008,0
Mænd,15-19 år,Frederiksberg,Brøndby,2009,0
