køn,alder,fraflytningskommune,tilflytningskommune,år,antal
Kvinder,55-59 år,Frederiksberg,Struer,2009,0
Kvinder,55-59 år,Frederiksberg,Struer,2010,0
Kvinder,55-59 år,Frederiksberg,Struer,2011,0
Kvinder,55-59 år,Frederiksberg,Struer,2012,0
Kvinder,55-59 år,Frederiksberg,Struer,2013,0
Kvinder,55-59 år,Frederiksberg,Struer,2014,0
Kvinder,55-59 år,Frederiksberg,Struer,2015,0
Kvinder,55-59 år,Frederiksberg,Struer,2016,0
Kvinder,55-59 år,Frederiksberg,Struer,2017,1
Kvinder,55-59 år,Frederiksberg,Viborg,2006,0
Kvinder,55-59 år,Frederiksberg,Viborg,2007,0
Kvinder,55-59 år,Frederiksberg,Viborg,2008,0
Kvinder,55-59 år,Frederiksberg,Viborg,2009,0
Kvinder,55-59 år,Frederiksberg,Viborg,2010,0
Kvinder,55-59 år,Frederiksberg,Viborg,2011,0
Kvinder,55-59 år,Frederiksberg,Viborg,2012,0
Kvinder,55-59 år,Frederiksberg,Viborg,2013,0
Kvinder,55-59 år,Frederiksberg,Viborg,2014,0
Kvinder,55-59 år,Frederiksberg,Viborg,2015,0
Kvinder,55-59 år,Frederiksberg,Viborg,2016,0
Kvinder,55-59 år,Frederiksberg,Viborg,2017,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2006,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2007,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2008,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2009,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2010,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2011,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2012,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2013,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2014,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2015,1
Kvinder,55-59 år,Frederiksberg,Brønderslev,2016,0
Kvinder,55-59 år,Frederiksberg,Brønderslev,2017,1
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2006,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2007,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2008,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2009,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2010,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2011,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2012,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2013,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2014,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2015,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2016,0
Kvinder,55-59 år,Frederiksberg,Frederikshavn,2017,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2006,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2007,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2008,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2009,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2010,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2011,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2012,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2013,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2014,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2015,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2016,0
Kvinder,55-59 år,Frederiksberg,Hjørring,2017,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2006,1
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2007,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2008,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2009,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2010,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2011,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2012,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2013,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2014,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2015,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2016,0
Kvinder,55-59 år,Frederiksberg,Jammerbugt,2017,0
Kvinder,55-59 år,Frederiksberg,Læsø,2006,0
Kvinder,55-59 år,Frederiksberg,Læsø,2007,0
Kvinder,55-59 år,Frederiksberg,Læsø,2008,0
Kvinder,55-59 år,Frederiksberg,Læsø,2009,0
Kvinder,55-59 år,Frederiksberg,Læsø,2010,0
Kvinder,55-59 år,Frederiksberg,Læsø,2011,0
Kvinder,55-59 år,Frederiksberg,Læsø,2012,0
Kvinder,55-59 år,Frederiksberg,Læsø,2013,0
Kvinder,55-59 år,Frederiksberg,Læsø,2014,0
Kvinder,55-59 år,Frederiksberg,Læsø,2015,0
Kvinder,55-59 år,Frederiksberg,Læsø,2016,0
Kvinder,55-59 år,Frederiksberg,Læsø,2017,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2006,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2007,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2008,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2009,1
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2010,1
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2011,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2012,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2013,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2014,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2015,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2016,0
Kvinder,55-59 år,Frederiksberg,Mariagerfjord,2017,0
Kvinder,55-59 år,Frederiksberg,Morsø,2006,0
Kvinder,55-59 år,Frederiksberg,Morsø,2007,0
Kvinder,55-59 år,Frederiksberg,Morsø,2008,0
Kvinder,55-59 år,Frederiksberg,Morsø,2009,0
Kvinder,55-59 år,Frederiksberg,Morsø,2010,0
Kvinder,55-59 år,Frederiksberg,Morsø,2011,0
Kvinder,55-59 år,Frederiksberg,Morsø,2012,0
Kvinder,55-59 år,Frederiksberg,Morsø,2013,0
Kvinder,55-59 år,Frederiksberg,Morsø,2014,0
Kvinder,55-59 år,Frederiksberg,Morsø,2015,0
Kvinder,55-59 år,Frederiksberg,Morsø,2016,0
Kvinder,55-59 år,Frederiksberg,Morsø,2017,0
Kvinder,55-59 år,Frederiksberg,Rebild,2006,0
Kvinder,55-59 år,Frederiksberg,Rebild,2007,0
Kvinder,55-59 år,Frederiksberg,Rebild,2008,0
Kvinder,55-59 år,Frederiksberg,Rebild,2009,0
Kvinder,55-59 år,Frederiksberg,Rebild,2010,0
Kvinder,55-59 år,Frederiksberg,Rebild,2011,0
Kvinder,55-59 år,Frederiksberg,Rebild,2012,0
Kvinder,55-59 år,Frederiksberg,Rebild,2013,0
Kvinder,55-59 år,Frederiksberg,Rebild,2014,0
Kvinder,55-59 år,Frederiksberg,Rebild,2015,0
Kvinder,55-59 år,Frederiksberg,Rebild,2016,0
Kvinder,55-59 år,Frederiksberg,Rebild,2017,0
Kvinder,55-59 år,Frederiksberg,Thisted,2006,0
Kvinder,55-59 år,Frederiksberg,Thisted,2007,0
Kvinder,55-59 år,Frederiksberg,Thisted,2008,1
Kvinder,55-59 år,Frederiksberg,Thisted,2009,0
Kvinder,55-59 år,Frederiksberg,Thisted,2010,0
Kvinder,55-59 år,Frederiksberg,Thisted,2011,0
Kvinder,55-59 år,Frederiksberg,Thisted,2012,0
Kvinder,55-59 år,Frederiksberg,Thisted,2013,0
Kvinder,55-59 år,Frederiksberg,Thisted,2014,0
Kvinder,55-59 år,Frederiksberg,Thisted,2015,0
Kvinder,55-59 år,Frederiksberg,Thisted,2016,0
Kvinder,55-59 år,Frederiksberg,Thisted,2017,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2006,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2007,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2008,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2009,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2010,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2011,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2012,1
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2013,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2014,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2015,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2016,0
Kvinder,55-59 år,Frederiksberg,Vesthimmerlands,2017,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2006,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2007,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2008,1
Kvinder,55-59 år,Frederiksberg,Aalborg,2009,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2010,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2011,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2012,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2013,1
Kvinder,55-59 år,Frederiksberg,Aalborg,2014,1
Kvinder,55-59 år,Frederiksberg,Aalborg,2015,0
Kvinder,55-59 år,Frederiksberg,Aalborg,2016,2
Kvinder,55-59 år,Frederiksberg,Aalborg,2017,0
Kvinder,60-64 år,København,København,2006,0
Kvinder,60-64 år,København,København,2007,0
Kvinder,60-64 år,København,København,2008,0
Kvinder,60-64 år,København,København,2009,0
Kvinder,60-64 år,København,København,2010,0
Kvinder,60-64 år,København,København,2011,0
Kvinder,60-64 år,København,København,2012,0
Kvinder,60-64 år,København,København,2013,0
Kvinder,60-64 år,København,København,2014,0
Kvinder,60-64 år,København,København,2015,0
Kvinder,60-64 år,København,København,2016,0
Kvinder,60-64 år,København,København,2017,0
Kvinder,60-64 år,København,Frederiksberg,2006,37
Kvinder,60-64 år,København,Frederiksberg,2007,29
Kvinder,60-64 år,København,Frederiksberg,2008,35
Kvinder,60-64 år,København,Frederiksberg,2009,29
Kvinder,60-64 år,København,Frederiksberg,2010,52
Kvinder,60-64 år,København,Frederiksberg,2011,40
Kvinder,60-64 år,København,Frederiksberg,2012,46
Kvinder,60-64 år,København,Frederiksberg,2013,44
Kvinder,60-64 år,København,Frederiksberg,2014,26
Kvinder,60-64 år,København,Frederiksberg,2015,33
Kvinder,60-64 år,København,Frederiksberg,2016,22
Kvinder,60-64 år,København,Frederiksberg,2017,28
Kvinder,60-64 år,København,Dragør,2006,3
Kvinder,60-64 år,København,Dragør,2007,1
Kvinder,60-64 år,København,Dragør,2008,2
Kvinder,60-64 år,København,Dragør,2009,4
Kvinder,60-64 år,København,Dragør,2010,1
Kvinder,60-64 år,København,Dragør,2011,2
Kvinder,60-64 år,København,Dragør,2012,4
Kvinder,60-64 år,København,Dragør,2013,3
Kvinder,60-64 år,København,Dragør,2014,3
Kvinder,60-64 år,København,Dragør,2015,7
Kvinder,60-64 år,København,Dragør,2016,5
Kvinder,60-64 år,København,Dragør,2017,4
Kvinder,60-64 år,København,Tårnby,2006,9
Kvinder,60-64 år,København,Tårnby,2007,11
Kvinder,60-64 år,København,Tårnby,2008,7
Kvinder,60-64 år,København,Tårnby,2009,13
Kvinder,60-64 år,København,Tårnby,2010,10
Kvinder,60-64 år,København,Tårnby,2011,1
Kvinder,60-64 år,København,Tårnby,2012,8
Kvinder,60-64 år,København,Tårnby,2013,13
Kvinder,60-64 år,København,Tårnby,2014,14
Kvinder,60-64 år,København,Tårnby,2015,10
Kvinder,60-64 år,København,Tårnby,2016,10
Kvinder,60-64 år,København,Tårnby,2017,6
Kvinder,60-64 år,København,Albertslund,2006,0
Kvinder,60-64 år,København,Albertslund,2007,1
Kvinder,60-64 år,København,Albertslund,2008,2
Kvinder,60-64 år,København,Albertslund,2009,2
Kvinder,60-64 år,København,Albertslund,2010,5
Kvinder,60-64 år,København,Albertslund,2011,1
Kvinder,60-64 år,København,Albertslund,2012,2
Kvinder,60-64 år,København,Albertslund,2013,2
Kvinder,60-64 år,København,Albertslund,2014,0
Kvinder,60-64 år,København,Albertslund,2015,2
Kvinder,60-64 år,København,Albertslund,2016,2
Kvinder,60-64 år,København,Albertslund,2017,1
Kvinder,60-64 år,København,Ballerup,2006,2
Kvinder,60-64 år,København,Ballerup,2007,2
Kvinder,60-64 år,København,Ballerup,2008,5
Kvinder,60-64 år,København,Ballerup,2009,5
Kvinder,60-64 år,København,Ballerup,2010,6
Kvinder,60-64 år,København,Ballerup,2011,2
Kvinder,60-64 år,København,Ballerup,2012,9
Kvinder,60-64 år,København,Ballerup,2013,4
Kvinder,60-64 år,København,Ballerup,2014,5
Kvinder,60-64 år,København,Ballerup,2015,6
Kvinder,60-64 år,København,Ballerup,2016,5
Kvinder,60-64 år,København,Ballerup,2017,10
Kvinder,60-64 år,København,Brøndby,2006,0
Kvinder,60-64 år,København,Brøndby,2007,3
Kvinder,60-64 år,København,Brøndby,2008,1
Kvinder,60-64 år,København,Brøndby,2009,5
Kvinder,60-64 år,København,Brøndby,2010,3
Kvinder,60-64 år,København,Brøndby,2011,2
Kvinder,60-64 år,København,Brøndby,2012,3
Kvinder,60-64 år,København,Brøndby,2013,3
Kvinder,60-64 år,København,Brøndby,2014,3
Kvinder,60-64 år,København,Brøndby,2015,5
Kvinder,60-64 år,København,Brøndby,2016,5
Kvinder,60-64 år,København,Brøndby,2017,6
Kvinder,60-64 år,København,Gentofte,2006,12
Kvinder,60-64 år,København,Gentofte,2007,19
Kvinder,60-64 år,København,Gentofte,2008,10
Kvinder,60-64 år,København,Gentofte,2009,19
Kvinder,60-64 år,København,Gentofte,2010,12
Kvinder,60-64 år,København,Gentofte,2011,16
Kvinder,60-64 år,København,Gentofte,2012,24
Kvinder,60-64 år,København,Gentofte,2013,17
Kvinder,60-64 år,København,Gentofte,2014,21
Kvinder,60-64 år,København,Gentofte,2015,16
Kvinder,60-64 år,København,Gentofte,2016,18
Kvinder,60-64 år,København,Gentofte,2017,12
Kvinder,60-64 år,København,Gladsaxe,2006,3
Kvinder,60-64 år,København,Gladsaxe,2007,8
Kvinder,60-64 år,København,Gladsaxe,2008,10
Kvinder,60-64 år,København,Gladsaxe,2009,13
Kvinder,60-64 år,København,Gladsaxe,2010,9
Kvinder,60-64 år,København,Gladsaxe,2011,11
Kvinder,60-64 år,København,Gladsaxe,2012,8
Kvinder,60-64 år,København,Gladsaxe,2013,14
Kvinder,60-64 år,København,Gladsaxe,2014,11
Kvinder,60-64 år,København,Gladsaxe,2015,9
Kvinder,60-64 år,København,Gladsaxe,2016,9
Kvinder,60-64 år,København,Gladsaxe,2017,9
Kvinder,60-64 år,København,Glostrup,2006,3
Kvinder,60-64 år,København,Glostrup,2007,3
Kvinder,60-64 år,København,Glostrup,2008,3
Kvinder,60-64 år,København,Glostrup,2009,1
Kvinder,60-64 år,København,Glostrup,2010,1
Kvinder,60-64 år,København,Glostrup,2011,2
Kvinder,60-64 år,København,Glostrup,2012,2
Kvinder,60-64 år,København,Glostrup,2013,3
Kvinder,60-64 år,København,Glostrup,2014,3
Kvinder,60-64 år,København,Glostrup,2015,3
Kvinder,60-64 år,København,Glostrup,2016,5
Kvinder,60-64 år,København,Glostrup,2017,2
Kvinder,60-64 år,København,Herlev,2006,6
Kvinder,60-64 år,København,Herlev,2007,2
Kvinder,60-64 år,København,Herlev,2008,0
Kvinder,60-64 år,København,Herlev,2009,5
Kvinder,60-64 år,København,Herlev,2010,4
Kvinder,60-64 år,København,Herlev,2011,5
Kvinder,60-64 år,København,Herlev,2012,3
Kvinder,60-64 år,København,Herlev,2013,7
Kvinder,60-64 år,København,Herlev,2014,6
Kvinder,60-64 år,København,Herlev,2015,1
Kvinder,60-64 år,København,Herlev,2016,6
Kvinder,60-64 år,København,Herlev,2017,3
Kvinder,60-64 år,København,Hvidovre,2006,3
Kvinder,60-64 år,København,Hvidovre,2007,5
Kvinder,60-64 år,København,Hvidovre,2008,11
Kvinder,60-64 år,København,Hvidovre,2009,10
Kvinder,60-64 år,København,Hvidovre,2010,9
Kvinder,60-64 år,København,Hvidovre,2011,5
Kvinder,60-64 år,København,Hvidovre,2012,8
Kvinder,60-64 år,København,Hvidovre,2013,5
Kvinder,60-64 år,København,Hvidovre,2014,8
Kvinder,60-64 år,København,Hvidovre,2015,5
Kvinder,60-64 år,København,Hvidovre,2016,8
Kvinder,60-64 år,København,Hvidovre,2017,7
Kvinder,60-64 år,København,Høje-Taastrup,2006,3
Kvinder,60-64 år,København,Høje-Taastrup,2007,2
Kvinder,60-64 år,København,Høje-Taastrup,2008,3
Kvinder,60-64 år,København,Høje-Taastrup,2009,2
Kvinder,60-64 år,København,Høje-Taastrup,2010,5
Kvinder,60-64 år,København,Høje-Taastrup,2011,2
Kvinder,60-64 år,København,Høje-Taastrup,2012,7
Kvinder,60-64 år,København,Høje-Taastrup,2013,5
Kvinder,60-64 år,København,Høje-Taastrup,2014,6
Kvinder,60-64 år,København,Høje-Taastrup,2015,3
Kvinder,60-64 år,København,Høje-Taastrup,2016,6
Kvinder,60-64 år,København,Høje-Taastrup,2017,2
Kvinder,60-64 år,København,Ishøj,2006,1
Kvinder,60-64 år,København,Ishøj,2007,2
Kvinder,60-64 år,København,Ishøj,2008,0
Kvinder,60-64 år,København,Ishøj,2009,2
Kvinder,60-64 år,København,Ishøj,2010,4
Kvinder,60-64 år,København,Ishøj,2011,4
Kvinder,60-64 år,København,Ishøj,2012,1
Kvinder,60-64 år,København,Ishøj,2013,0
Kvinder,60-64 år,København,Ishøj,2014,3
Kvinder,60-64 år,København,Ishøj,2015,2
Kvinder,60-64 år,København,Ishøj,2016,1
Kvinder,60-64 år,København,Ishøj,2017,1
Kvinder,60-64 år,København,Lyngby-Taarbæk,2006,7
Kvinder,60-64 år,København,Lyngby-Taarbæk,2007,9
Kvinder,60-64 år,København,Lyngby-Taarbæk,2008,7
Kvinder,60-64 år,København,Lyngby-Taarbæk,2009,10
Kvinder,60-64 år,København,Lyngby-Taarbæk,2010,7
Kvinder,60-64 år,København,Lyngby-Taarbæk,2011,7
Kvinder,60-64 år,København,Lyngby-Taarbæk,2012,7
Kvinder,60-64 år,København,Lyngby-Taarbæk,2013,12
Kvinder,60-64 år,København,Lyngby-Taarbæk,2014,15
Kvinder,60-64 år,København,Lyngby-Taarbæk,2015,12
Kvinder,60-64 år,København,Lyngby-Taarbæk,2016,12
Kvinder,60-64 år,København,Lyngby-Taarbæk,2017,10
Kvinder,60-64 år,København,Rødovre,2006,7
Kvinder,60-64 år,København,Rødovre,2007,8
Kvinder,60-64 år,København,Rødovre,2008,7
Kvinder,60-64 år,København,Rødovre,2009,6
Kvinder,60-64 år,København,Rødovre,2010,8
Kvinder,60-64 år,København,Rødovre,2011,6
Kvinder,60-64 år,København,Rødovre,2012,7
Kvinder,60-64 år,København,Rødovre,2013,6
Kvinder,60-64 år,København,Rødovre,2014,13
Kvinder,60-64 år,København,Rødovre,2015,14
Kvinder,60-64 år,København,Rødovre,2016,12
Kvinder,60-64 år,København,Rødovre,2017,15
Kvinder,60-64 år,København,Vallensbæk,2006,0
Kvinder,60-64 år,København,Vallensbæk,2007,0
Kvinder,60-64 år,København,Vallensbæk,2008,0
Kvinder,60-64 år,København,Vallensbæk,2009,1
Kvinder,60-64 år,København,Vallensbæk,2010,4
Kvinder,60-64 år,København,Vallensbæk,2011,0
Kvinder,60-64 år,København,Vallensbæk,2012,2
Kvinder,60-64 år,København,Vallensbæk,2013,4
Kvinder,60-64 år,København,Vallensbæk,2014,1
Kvinder,60-64 år,København,Vallensbæk,2015,1
Kvinder,60-64 år,København,Vallensbæk,2016,1
Kvinder,60-64 år,København,Vallensbæk,2017,3
Kvinder,60-64 år,København,Allerød,2006,2
Kvinder,60-64 år,København,Allerød,2007,3
Kvinder,60-64 år,København,Allerød,2008,1
Kvinder,60-64 år,København,Allerød,2009,0
Kvinder,60-64 år,København,Allerød,2010,3
Kvinder,60-64 år,København,Allerød,2011,0
Kvinder,60-64 år,København,Allerød,2012,2
Kvinder,60-64 år,København,Allerød,2013,0
Kvinder,60-64 år,København,Allerød,2014,1
Kvinder,60-64 år,København,Allerød,2015,0
Kvinder,60-64 år,København,Allerød,2016,1
Kvinder,60-64 år,København,Allerød,2017,3
Kvinder,60-64 år,København,Egedal,2006,3
Kvinder,60-64 år,København,Egedal,2007,3
Kvinder,60-64 år,København,Egedal,2008,5
Kvinder,60-64 år,København,Egedal,2009,3
Kvinder,60-64 år,København,Egedal,2010,2
Kvinder,60-64 år,København,Egedal,2011,2
Kvinder,60-64 år,København,Egedal,2012,3
Kvinder,60-64 år,København,Egedal,2013,3
Kvinder,60-64 år,København,Egedal,2014,6
Kvinder,60-64 år,København,Egedal,2015,2
Kvinder,60-64 år,København,Egedal,2016,2
Kvinder,60-64 år,København,Egedal,2017,6
Kvinder,60-64 år,København,Fredensborg,2006,2
Kvinder,60-64 år,København,Fredensborg,2007,1
Kvinder,60-64 år,København,Fredensborg,2008,4
Kvinder,60-64 år,København,Fredensborg,2009,3
Kvinder,60-64 år,København,Fredensborg,2010,2
Kvinder,60-64 år,København,Fredensborg,2011,4
Kvinder,60-64 år,København,Fredensborg,2012,2
Kvinder,60-64 år,København,Fredensborg,2013,1
Kvinder,60-64 år,København,Fredensborg,2014,4
Kvinder,60-64 år,København,Fredensborg,2015,9
Kvinder,60-64 år,København,Fredensborg,2016,3
Kvinder,60-64 år,København,Fredensborg,2017,6
Kvinder,60-64 år,København,Frederikssund,2006,5
Kvinder,60-64 år,København,Frederikssund,2007,2
Kvinder,60-64 år,København,Frederikssund,2008,4
Kvinder,60-64 år,København,Frederikssund,2009,3
Kvinder,60-64 år,København,Frederikssund,2010,5
Kvinder,60-64 år,København,Frederikssund,2011,12
Kvinder,60-64 år,København,Frederikssund,2012,10
Kvinder,60-64 år,København,Frederikssund,2013,5
Kvinder,60-64 år,København,Frederikssund,2014,5
Kvinder,60-64 år,København,Frederikssund,2015,8
Kvinder,60-64 år,København,Frederikssund,2016,7
Kvinder,60-64 år,København,Frederikssund,2017,11
Kvinder,60-64 år,København,Furesø,2006,2
Kvinder,60-64 år,København,Furesø,2007,3
Kvinder,60-64 år,København,Furesø,2008,3
Kvinder,60-64 år,København,Furesø,2009,4
Kvinder,60-64 år,København,Furesø,2010,3
Kvinder,60-64 år,København,Furesø,2011,2
Kvinder,60-64 år,København,Furesø,2012,2
Kvinder,60-64 år,København,Furesø,2013,7
Kvinder,60-64 år,København,Furesø,2014,2
Kvinder,60-64 år,København,Furesø,2015,5
Kvinder,60-64 år,København,Furesø,2016,5
Kvinder,60-64 år,København,Furesø,2017,1
Kvinder,60-64 år,København,Gribskov,2006,8
Kvinder,60-64 år,København,Gribskov,2007,12
Kvinder,60-64 år,København,Gribskov,2008,7
Kvinder,60-64 år,København,Gribskov,2009,8
Kvinder,60-64 år,København,Gribskov,2010,7
Kvinder,60-64 år,København,Gribskov,2011,11
Kvinder,60-64 år,København,Gribskov,2012,10
Kvinder,60-64 år,København,Gribskov,2013,15
Kvinder,60-64 år,København,Gribskov,2014,7
Kvinder,60-64 år,København,Gribskov,2015,14
Kvinder,60-64 år,København,Gribskov,2016,12
Kvinder,60-64 år,København,Gribskov,2017,12
Kvinder,60-64 år,København,Halsnæs,2006,6
Kvinder,60-64 år,København,Halsnæs,2007,4
Kvinder,60-64 år,København,Halsnæs,2008,4
Kvinder,60-64 år,København,Halsnæs,2009,3
Kvinder,60-64 år,København,Halsnæs,2010,7
Kvinder,60-64 år,København,Halsnæs,2011,5
Kvinder,60-64 år,København,Halsnæs,2012,3
Kvinder,60-64 år,København,Halsnæs,2013,7
Kvinder,60-64 år,København,Halsnæs,2014,9
Kvinder,60-64 år,København,Halsnæs,2015,7
Kvinder,60-64 år,København,Halsnæs,2016,14
Kvinder,60-64 år,København,Halsnæs,2017,4
Kvinder,60-64 år,København,Helsingør,2006,11
Kvinder,60-64 år,København,Helsingør,2007,10
Kvinder,60-64 år,København,Helsingør,2008,10
Kvinder,60-64 år,København,Helsingør,2009,7
Kvinder,60-64 år,København,Helsingør,2010,13
Kvinder,60-64 år,København,Helsingør,2011,5
Kvinder,60-64 år,København,Helsingør,2012,10
Kvinder,60-64 år,København,Helsingør,2013,7
Kvinder,60-64 år,København,Helsingør,2014,3
Kvinder,60-64 år,København,Helsingør,2015,9
Kvinder,60-64 år,København,Helsingør,2016,9
Kvinder,60-64 år,København,Helsingør,2017,11
Kvinder,60-64 år,København,Hillerød,2006,3
Kvinder,60-64 år,København,Hillerød,2007,5
Kvinder,60-64 år,København,Hillerød,2008,8
Kvinder,60-64 år,København,Hillerød,2009,4
Kvinder,60-64 år,København,Hillerød,2010,4
Kvinder,60-64 år,København,Hillerød,2011,3
Kvinder,60-64 år,København,Hillerød,2012,3
Kvinder,60-64 år,København,Hillerød,2013,0
Kvinder,60-64 år,København,Hillerød,2014,6
Kvinder,60-64 år,København,Hillerød,2015,1
Kvinder,60-64 år,København,Hillerød,2016,3
Kvinder,60-64 år,København,Hillerød,2017,6
Kvinder,60-64 år,København,Hørsholm,2006,4
Kvinder,60-64 år,København,Hørsholm,2007,4
Kvinder,60-64 år,København,Hørsholm,2008,2
Kvinder,60-64 år,København,Hørsholm,2009,2
Kvinder,60-64 år,København,Hørsholm,2010,3
Kvinder,60-64 år,København,Hørsholm,2011,1
Kvinder,60-64 år,København,Hørsholm,2012,7
Kvinder,60-64 år,København,Hørsholm,2013,3
Kvinder,60-64 år,København,Hørsholm,2014,5
Kvinder,60-64 år,København,Hørsholm,2015,1
Kvinder,60-64 år,København,Hørsholm,2016,3
Kvinder,60-64 år,København,Hørsholm,2017,4
Kvinder,60-64 år,København,Rudersdal,2006,4
Kvinder,60-64 år,København,Rudersdal,2007,5
Kvinder,60-64 år,København,Rudersdal,2008,6
Kvinder,60-64 år,København,Rudersdal,2009,6
Kvinder,60-64 år,København,Rudersdal,2010,6
Kvinder,60-64 år,København,Rudersdal,2011,7
Kvinder,60-64 år,København,Rudersdal,2012,7
Kvinder,60-64 år,København,Rudersdal,2013,2
Kvinder,60-64 år,København,Rudersdal,2014,4
Kvinder,60-64 år,København,Rudersdal,2015,10
Kvinder,60-64 år,København,Rudersdal,2016,9
Kvinder,60-64 år,København,Rudersdal,2017,4
Kvinder,60-64 år,København,Bornholm,2006,5
Kvinder,60-64 år,København,Bornholm,2007,6
Kvinder,60-64 år,København,Bornholm,2008,7
Kvinder,60-64 år,København,Bornholm,2009,5
Kvinder,60-64 år,København,Bornholm,2010,1
Kvinder,60-64 år,København,Bornholm,2011,6
Kvinder,60-64 år,København,Bornholm,2012,3
Kvinder,60-64 år,København,Bornholm,2013,3
Kvinder,60-64 år,København,Bornholm,2014,2
Kvinder,60-64 år,København,Bornholm,2015,6
Kvinder,60-64 år,København,Bornholm,2016,6
Kvinder,60-64 år,København,Bornholm,2017,8
Kvinder,60-64 år,København,Christiansø,2006,0
Kvinder,60-64 år,København,Christiansø,2007,0
Kvinder,60-64 år,København,Christiansø,2008,0
Kvinder,60-64 år,København,Christiansø,2009,0
Kvinder,60-64 år,København,Christiansø,2010,0
Kvinder,60-64 år,København,Christiansø,2011,0
Kvinder,60-64 år,København,Christiansø,2012,0
Kvinder,60-64 år,København,Christiansø,2013,0
Kvinder,60-64 år,København,Christiansø,2014,0
Kvinder,60-64 år,København,Christiansø,2015,0
Kvinder,60-64 år,København,Christiansø,2016,0
